Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Parfait Guiagon,CIV,FW,24,Charleroi,Belgium JPL,0.32,0.25,0.56,0.28,0.04,0.04,0.14,0.00,0.21,0.19,0.26,0.44,3.80,4.23,7.68,Shooting,Per 90,2.40,0.74,30.9%,0.12,0.38,18.90,0.04,0.08,+0.10,+0.10,Passing,33.39,41.81,79.9%,475.75,119.73,19.27,22.23,86.7%,9.76,11.69,83.4%,2.08,3.35,62.1%,0.22,1.66,2.32,1.59,0.35,Pass Types,39.56,1.87,0.56,0.14,0.35,2.57,0.18,1.13,0.74,0.00,0.00,0.39,0.46,Goal and Shot Creation,4.26,2.92,0.25,0.53,0.28,0.28,0.00,0.56,0.32,0.04,0.07,0.11,0.04,0.00,Defense,1.06,0.63,0.46,0.42,0.18,0.35,0.95,37.0%,0.60,0.53,0.07,0.53,1.59,0.49,0.00,Possession,53.89,0.53,5.64,22.23,27.37,4.72,53.86,5.11,2.78,54.5%,2.18,42.8%,39.14,252.63,129.59,3.21,1.44,2.50,1.76,40.65,Miscellaneous Stats,0.00,0.67,2.01,0.11,0.04,0.00,0.00,5.25,0.35,0.78,31.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Guindo,MLI,FW,22,La Louvière,Belgium JPL,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.22,0.22,0.02,0.24,1.35,0.68,3.71,Shooting,Per 90,2.53,0.51,20.0%,0.00,0.00,20.50,0.00,0.09,-0.22,-0.22,Passing,5.40,10.47,51.6%,68.89,16.38,3.21,4.90,65.5%,1.18,2.53,46.7%,0.17,1.01,16.7%,0.02,0.17,0.51,0.17,0.00,Pass Types,9.46,0.84,0.00,0.34,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.17,0.68,Goal and Shot Creation,1.52,0.51,0.00,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,0.84,0.51,0.17,0.34,0.34,0.00,0.34,0.0%,0.34,0.68,0.00,0.34,1.18,0.84,0.00,Possession,22.63,0.68,2.36,8.27,12.83,4.22,22.63,2.20,0.84,38.5%,1.35,61.5%,13.00,75.48,30.06,1.35,0.68,4.22,2.03,13.85,Miscellaneous Stats,0.00,1.18,1.01,0.17,0.00,0.00,0.00,2.53,1.69,3.88,30.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andri Guðjohnsen,ISL,FW,23,Gent,Belgium JPL,0.39,0.00,0.39,0.39,0.00,0.00,0.04,0.00,0.30,0.30,0.07,0.38,0.74,2.10,5.12,Shooting,Per 90,1.66,0.66,39.5%,0.24,0.60,10.60,0.00,0.18,+0.09,+0.09,Passing,14.53,22.15,65.6%,202.76,41.80,8.05,11.56,69.7%,4.47,6.08,73.4%,0.70,1.44,48.5%,0.07,0.83,1.40,0.39,0.04,Pass Types,21.49,0.61,0.13,0.04,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.04,0.26,Goal and Shot Creation,1.88,1.53,0.00,0.09,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,0.35,0.22,0.13,0.18,0.04,0.18,0.48,36.4%,0.31,0.39,0.13,0.09,0.44,0.96,0.00,Possession,30.82,0.96,2.76,15.89,12.43,3.98,30.82,1.01,0.31,30.4%,0.61,60.9%,16.85,89.34,27.75,0.53,0.31,2.50,1.31,22.06,Miscellaneous Stats,0.00,0.96,1.58,0.18,0.00,0.00,0.00,2.98,3.76,4.64,44.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anouar Ait El Hadj,BEL,"MF,FW",23,Union SG,Belgium JPL,0.15,0.35,0.50,0.15,0.00,0.00,0.08,0.00,0.24,0.24,0.24,0.47,2.32,5.53,4.56,Shooting,Per 90,1.78,0.73,41.3%,0.09,0.21,18.20,0.04,0.13,-0.08,-0.08,Passing,31.07,39.57,78.5%,529.68,150.98,14.49,17.00,85.2%,10.74,13.25,81.0%,4.06,6.45,62.9%,0.24,1.89,3.21,1.85,0.43,Pass Types,36.75,2.51,0.73,0.46,0.23,2.82,0.19,1.39,0.62,0.58,0.00,0.31,0.81,Goal and Shot Creation,3.94,2.82,0.66,0.15,0.15,0.12,0.04,0.46,0.39,0.08,0.00,0.00,0.00,0.00,Defense,1.00,0.66,0.39,0.46,0.15,0.19,0.89,21.7%,0.70,0.81,0.00,0.46,1.47,0.70,0.00,Possession,48.46,0.62,5.14,22.37,21.37,2.40,48.46,2.01,0.66,32.7%,1.28,63.5%,32.19,184.06,80.11,2.28,0.35,1.66,0.46,32.58,Miscellaneous Stats,0.00,0.54,0.62,0.19,0.00,0.00,0.00,3.83,0.04,0.39,9.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redouane Halhal,MAR,DF,22,Mechelen,Belgium JPL,0.00,0.07,0.07,0.00,0.00,0.00,0.21,0.00,0.04,0.04,0.05,0.09,0.92,3.61,0.14,Shooting,Per 90,0.35,0.00,0.0%,0.00,,8.80,0.00,0.10,-0.04,-0.04,Passing,52.61,58.49,90.0%,1017.19,367.08,16.36,17.28,94.7%,32.08,33.71,95.2%,3.68,5.95,61.9%,0.04,0.21,2.48,0.07,0.00,Pass Types,52.68,5.59,1.56,0.00,0.28,0.28,2.69,0.00,0.00,0.00,0.00,0.21,0.42,Goal and Shot Creation,0.85,0.71,0.07,0.00,0.07,0.00,0.00,0.21,0.14,0.07,0.00,0.00,0.00,0.00,Defense,1.49,0.99,1.06,0.42,0.00,0.64,0.71,90.0%,0.07,1.06,0.64,0.92,2.41,6.73,0.21,Possession,71.52,11.97,37.67,29.74,4.53,0.78,71.52,0.35,0.07,20.0%,0.21,60.0%,42.34,209.46,116.41,0.71,0.07,0.99,0.07,47.51,Miscellaneous Stats,0.00,1.56,1.56,0.00,0.00,0.07,0.07,3.47,1.84,1.49,55.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredrik Hammer,SWE,MF,24,Mechelen,Belgium JPL,0.03,0.00,0.03,0.03,0.00,0.00,0.24,0.00,0.06,0.06,0.02,0.08,0.24,3.63,0.70,Shooting,Per 90,0.70,0.11,15.4%,0.04,0.25,17.20,0.00,0.08,-0.03,-0.03,Passing,33.10,41.28,80.2%,579.54,160.20,14.54,17.25,84.3%,14.41,16.55,87.1%,3.25,5.04,64.5%,0.04,0.41,3.33,0.35,0.05,Pass Types,39.03,2.19,1.68,0.00,0.27,0.22,0.38,0.00,0.00,0.00,0.00,0.05,1.35,Goal and Shot Creation,1.44,1.19,0.03,0.05,0.05,0.08,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Defense,3.49,2.19,1.87,1.19,0.43,2.00,3.17,63.2%,1.16,2.17,0.81,1.76,5.25,3.01,0.11,Possession,54.68,4.23,17.82,29.14,8.31,0.79,54.68,0.81,0.46,56.7%,0.27,33.3%,26.92,115.49,42.93,0.76,0.03,1.14,0.89,25.87,Miscellaneous Stats,0.00,1.65,1.03,0.00,0.00,0.00,0.00,5.93,1.98,1.44,57.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed El Hankouri,MAR,MF,28,Standard Liège,Belgium JPL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.13,0.23,2.42,5.33,6.46,Shooting,Per 90,0.97,0.32,33.3%,0.00,0.00,21.50,0.00,0.11,-0.11,-0.11,Passing,37.00,44.60,83.0%,557.45,115.37,21.01,23.27,90.3%,12.44,13.90,89.5%,2.26,5.01,45.2%,0.15,0.81,4.36,1.45,0.65,Pass Types,42.33,2.10,0.16,0.00,0.16,1.94,0.97,0.48,0.00,0.00,0.00,0.16,0.48,Goal and Shot Creation,2.75,1.94,0.00,0.16,0.16,0.48,0.00,0.16,0.00,0.00,0.00,0.16,0.00,0.00,Defense,1.45,0.97,0.32,0.81,0.32,0.16,0.32,50.0%,0.16,0.48,0.00,0.97,2.42,1.78,0.00,Possession,55.91,1.29,7.11,26.34,23.11,2.42,55.91,1.62,0.65,40.0%,0.97,60.0%,33.93,188.08,85.15,1.94,1.29,1.94,1.78,41.53,Miscellaneous Stats,0.00,0.32,1.62,0.00,0.00,0.00,0.00,4.36,0.97,1.29,42.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dogucan Haspolat,TUR,MF,25,Westerlo,Belgium JPL,0.05,0.13,0.19,0.05,0.00,0.00,0.24,0.03,0.07,0.07,0.19,0.26,1.10,5.22,1.24,Shooting,Per 90,1.18,0.38,31.8%,0.05,0.14,28.30,0.40,0.06,-0.02,-0.02,Passing,36.32,50.10,72.5%,730.60,239.19,13.37,15.74,85.0%,15.31,19.13,80.0%,6.73,13.24,50.8%,0.18,2.15,4.36,0.51,0.22,Pass Types,41.00,9.01,4.14,0.08,0.51,6.83,0.38,4.36,1.61,2.45,0.00,0.08,0.81,Goal and Shot Creation,3.44,1.29,1.72,0.11,0.13,0.13,0.05,0.30,0.16,0.08,0.00,0.03,0.00,0.03,Defense,2.64,1.53,1.05,1.24,0.35,1.08,2.26,47.6%,1.18,1.18,0.38,1.29,3.93,1.83,0.00,Possession,61.13,2.91,12.83,33.07,15.90,0.43,61.13,1.10,0.51,46.3%,0.54,48.8%,30.35,165.69,72.30,0.67,0.05,1.26,0.24,31.13,Miscellaneous Stats,0.03,1.29,1.40,0.00,0.00,0.00,0.00,4.57,0.73,1.16,38.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiga Hata,JPN,DF,23,Sint-Truiden,Belgium JPL,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.12,0.20,1.73,4.89,7.19,Shooting,Per 90,0.36,0.14,40.0%,0.00,0.00,12.70,0.00,0.25,-0.09,-0.09,Passing,43.92,55.42,79.2%,710.30,265.97,21.42,24.15,88.7%,19.62,23.72,82.7%,2.01,4.10,49.1%,0.13,0.86,3.52,1.22,0.65,Pass Types,44.21,11.00,0.72,0.00,0.07,2.37,10.21,0.00,0.00,0.00,0.00,0.22,1.29,Goal and Shot Creation,2.30,2.01,0.07,0.00,0.07,0.07,0.07,0.29,0.14,0.07,0.00,0.00,0.07,0.00,Defense,1.15,0.65,0.72,0.36,0.07,0.58,1.01,57.1%,0.43,1.44,0.14,0.50,1.65,2.52,0.00,Possession,63.19,2.66,18.04,27.46,17.97,1.37,63.19,0.50,0.22,42.9%,0.29,57.1%,29.98,120.55,65.92,1.15,0.00,1.22,0.43,38.67,Miscellaneous Stats,0.00,0.43,0.58,0.14,0.07,0.00,0.00,3.23,1.08,1.80,37.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibe Hautekiet,BEL,DF,23,Standard Liège,Belgium JPL,0.04,0.00,0.04,0.04,0.00,0.00,0.11,0.00,0.03,0.03,0.01,0.04,0.11,1.93,0.28,Shooting,Per 90,0.25,0.07,28.6%,0.14,0.50,9.50,0.00,0.11,+0.01,+0.01,Passing,38.09,43.47,87.6%,724.50,265.50,11.57,12.94,89.4%,22.72,24.97,91.0%,3.20,4.50,71.1%,0.02,0.11,0.91,0.07,0.00,Pass Types,41.54,1.93,0.88,0.00,0.00,0.04,0.11,0.00,0.00,0.00,0.00,0.00,0.53,Goal and Shot Creation,0.67,0.60,0.07,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Defense,1.72,1.09,1.16,0.53,0.04,0.84,1.23,68.6%,0.39,1.20,0.67,1.83,3.55,8.16,0.07,Possession,58.21,10.27,35.17,21.45,1.79,0.81,58.21,0.14,0.07,50.0%,0.04,25.0%,30.53,168.85,76.88,0.35,0.00,0.42,0.07,30.49,Miscellaneous Stats,0.00,0.84,0.32,0.07,0.00,0.00,0.00,2.25,3.87,2.36,62.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thorgan Hazard,BEL,"MF,FW",32,Anderlecht,Belgium JPL,0.27,0.24,0.50,0.17,0.10,0.10,0.27,0.00,0.29,0.20,0.28,0.49,3.16,5.21,8.50,Shooting,Per 90,1.91,0.60,31.6%,0.09,0.28,20.30,0.24,0.11,-0.02,-0.04,Passing,36.89,50.32,73.3%,575.14,180.44,20.22,24.56,82.4%,10.92,15.05,72.5%,3.33,5.95,55.9%,0.30,2.69,3.56,1.78,0.40,Pass Types,43.81,6.22,1.65,0.17,0.71,5.98,1.28,2.49,0.74,1.18,0.00,0.30,0.64,Goal and Shot Creation,4.43,3.06,1.01,0.03,0.24,0.03,0.07,0.44,0.30,0.07,0.00,0.03,0.03,0.00,Defense,1.51,1.01,0.54,0.74,0.24,0.84,1.98,42.4%,1.14,0.67,0.03,0.34,1.85,0.54,0.03,Possession,61.11,0.77,6.35,24.76,30.84,4.00,61.01,2.72,1.31,48.1%,1.24,45.7%,39.68,239.23,100.55,2.62,1.14,2.82,1.48,42.70,Miscellaneous Stats,0.00,1.55,1.01,0.37,0.00,0.03,0.00,3.83,0.44,1.11,28.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Henry,FRA,FW,31,Standard Liège,Belgium JPL,0.21,0.14,0.36,0.14,0.07,0.07,0.43,0.07,0.22,0.16,0.09,0.25,0.29,2.07,4.43,Shooting,Per 90,1.07,0.43,40.0%,0.13,0.33,12.50,0.00,0.15,-0.01,-0.02,Passing,12.56,20.20,62.2%,189.14,49.10,6.71,11.06,60.6%,3.71,5.14,72.2%,1.14,1.71,66.7%,0.04,0.71,1.78,0.29,0.00,Pass Types,19.77,0.36,0.07,0.07,0.21,0.07,0.07,0.00,0.00,0.00,0.00,0.07,0.43,Goal and Shot Creation,1.71,1.07,0.00,0.00,0.14,0.43,0.07,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Defense,0.43,0.36,0.07,0.07,0.29,0.14,0.71,20.0%,0.57,0.71,0.29,0.07,0.50,1.14,0.00,Possession,31.69,1.21,3.00,17.63,11.28,2.71,31.62,1.14,0.29,25.0%,0.79,68.8%,18.27,66.45,20.56,0.57,0.07,3.78,1.93,26.55,Miscellaneous Stats,0.07,2.36,2.57,0.64,0.00,0.00,0.00,2.36,3.57,3.35,51.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Hey,DEN,DF,22,Anderlecht,Belgium JPL,0.00,0.03,0.03,0.00,0.00,0.00,0.21,0.00,0.03,0.03,0.02,0.05,0.27,3.95,0.21,Shooting,Per 90,0.39,0.06,15.4%,0.00,0.00,10.50,0.00,0.09,-0.03,-0.03,Passing,47.81,56.65,84.4%,925.63,318.26,15.60,17.40,89.7%,26.92,29.40,91.5%,4.73,8.29,57.0%,0.02,0.18,3.92,0.24,0.00,Pass Types,53.38,3.08,1.95,0.03,0.24,0.03,0.33,0.00,0.00,0.00,0.00,0.18,0.48,Goal and Shot Creation,0.78,0.57,0.03,0.00,0.15,0.03,0.00,0.06,0.03,0.00,0.00,0.03,0.00,0.00,Defense,1.11,0.72,0.60,0.48,0.03,0.63,1.08,58.3%,0.45,1.05,0.57,0.90,2.01,5.39,0.06,Possession,66.77,8.26,28.77,35.36,3.02,0.78,66.77,0.57,0.39,68.4%,0.09,15.8%,41.23,213.47,113.08,0.30,0.00,0.48,0.21,42.99,Miscellaneous Stats,0.00,0.81,0.99,0.03,0.00,0.00,0.00,3.71,2.46,1.50,62.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daan Heymans,BEL,MF,26,Genk,Belgium JPL,0.34,0.11,0.45,0.22,0.11,0.11,0.19,0.00,0.40,0.31,0.12,0.43,1.12,5.49,7.66,Shooting,Per 90,2.39,0.71,29.7%,0.09,0.32,16.20,0.00,0.13,-0.06,-0.08,Passing,41.39,53.16,77.9%,598.66,157.02,23.09,28.51,81.0%,13.60,16.77,81.1%,2.17,3.25,66.7%,0.17,1.35,3.70,1.01,0.15,Pass Types,51.44,1.35,0.30,0.11,0.30,1.05,0.34,0.04,0.00,0.00,0.00,0.37,0.67,Goal and Shot Creation,3.03,2.73,0.04,0.00,0.19,0.04,0.04,0.30,0.22,0.00,0.00,0.07,0.00,0.00,Defense,1.64,0.78,0.34,1.05,0.26,0.52,1.16,45.2%,0.64,0.82,0.15,0.71,2.35,2.02,0.04,Possession,64.41,2.02,7.43,32.99,24.17,5.23,64.30,0.71,0.45,63.2%,0.26,36.8%,39.86,185.12,60.52,1.38,0.22,1.79,0.67,45.80,Miscellaneous Stats,0.00,1.38,0.67,0.15,0.00,0.00,0.00,3.59,5.01,3.18,61.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Heynen,BEL,MF,28,Genk,Belgium JPL,0.08,0.00,0.08,0.08,0.00,0.00,0.24,0.00,0.10,0.10,0.08,0.18,1.50,10.71,2.58,Shooting,Per 90,0.98,0.22,22.2%,0.08,0.38,18.70,0.00,0.10,-0.01,-0.01,Passing,64.96,74.86,86.8%,1160.78,404.54,26.92,29.53,91.2%,31.00,34.21,90.6%,5.66,8.54,66.2%,0.10,0.98,10.55,1.41,0.11,Pass Types,72.00,2.72,1.88,0.16,0.49,0.73,0.84,0.00,0.00,0.00,0.00,0.14,1.11,Goal and Shot Creation,2.64,2.42,0.00,0.05,0.08,0.03,0.05,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Defense,2.31,1.41,0.95,0.95,0.41,1.01,1.88,53.6%,0.87,1.63,0.52,1.50,3.81,2.75,0.08,Possession,86.52,3.75,17.37,53.84,16.10,1.52,86.52,1.36,0.84,62.0%,0.52,38.0%,57.21,277.53,123.34,1.90,0.08,1.28,0.71,62.57,Miscellaneous Stats,0.00,1.01,1.17,0.00,0.00,0.00,0.03,6.25,2.15,1.44,59.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josué Homawoo,TOG,DF,28,Standard Liège,Belgium JPL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.02,0.04,0.44,2.28,0.00,Shooting,Per 90,0.29,0.00,0.0%,0.00,,12.50,0.00,0.09,-0.03,-0.03,Passing,38.53,45.44,84.8%,738.16,295.07,11.91,13.24,90.0%,22.72,24.93,91.2%,3.46,6.18,56.0%,0.01,0.15,2.13,0.07,0.07,Pass Types,43.24,2.06,1.40,0.00,0.15,0.15,0.07,0.00,0.00,0.00,0.00,0.15,0.59,Goal and Shot Creation,0.44,0.29,0.07,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.76,0.88,1.47,0.29,0.00,0.81,1.32,61.1%,0.51,1.69,1.10,1.84,3.60,8.60,0.07,Possession,62.06,10.59,36.03,23.97,2.21,0.37,62.06,0.37,0.00,0.0%,0.29,80.0%,31.54,150.37,91.03,0.44,0.00,0.66,0.07,33.82,Miscellaneous Stats,0.00,1.40,1.03,0.07,0.00,0.00,0.00,3.82,2.87,1.40,67.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Hrnčár,SVK,"FW,DF",28,Dender,Belgium JPL,0.19,0.25,0.44,0.19,0.00,0.00,0.00,0.06,0.13,0.13,0.21,0.34,1.62,3.62,7.93,Shooting,Per 90,0.81,0.50,61.5%,0.23,0.38,13.10,0.00,0.16,+0.06,+0.06,Passing,32.23,48.09,67.0%,606.02,249.33,13.68,17.05,80.2%,13.05,18.49,70.6%,4.43,9.93,44.7%,0.18,1.75,2.06,1.87,1.12,Pass Types,37.41,10.37,1.12,0.00,0.25,5.93,8.31,0.94,0.37,0.44,0.00,0.31,0.31,Goal and Shot Creation,3.19,2.06,0.87,0.19,0.06,0.00,0.00,0.44,0.37,0.00,0.00,0.06,0.00,0.00,Defense,1.62,1.00,1.00,0.44,0.19,0.87,1.37,63.6%,0.50,0.44,0.12,0.69,2.31,3.62,0.00,Possession,58.27,3.06,13.05,24.48,21.24,2.25,58.27,0.87,0.44,50.0%,0.44,50.0%,33.29,177.56,71.76,1.56,0.31,1.37,0.37,32.04,Miscellaneous Stats,0.00,0.25,0.25,0.06,0.00,0.00,0.00,3.87,0.87,0.44,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrik Hrošovský,SVK,MF,33,Genk,Belgium JPL,0.05,0.19,0.24,0.05,0.00,0.00,0.00,0.00,0.11,0.11,0.15,0.26,1.14,6.63,2.98,Shooting,Per 90,1.80,0.57,31.6%,0.03,0.08,20.80,0.05,0.06,-0.06,-0.06,Passing,42.47,50.33,84.4%,725.30,247.99,18.84,20.59,91.5%,17.33,19.69,88.0%,4.36,6.91,63.0%,0.10,1.28,6.44,0.99,0.38,Pass Types,46.54,3.46,1.37,0.14,0.28,2.32,0.43,0.57,0.33,0.19,0.00,0.33,0.76,Goal and Shot Creation,3.03,2.46,0.14,0.05,0.28,0.09,0.00,0.19,0.14,0.05,0.00,0.00,0.00,0.00,Defense,1.33,0.80,0.57,0.57,0.19,0.62,1.47,41.9%,0.85,0.99,0.24,0.57,1.89,1.18,0.00,Possession,59.75,2.04,11.60,33.28,15.39,1.89,59.75,1.56,0.66,42.4%,0.85,54.5%,36.93,174.41,69.45,1.75,0.38,1.42,1.42,41.09,Miscellaneous Stats,0.00,0.33,0.71,0.00,0.00,0.00,0.00,5.59,0.33,0.95,25.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
César Huerta,MEX,"FW,MF",25,Anderlecht,Belgium JPL,0.24,0.12,0.36,0.24,0.00,0.00,0.36,0.00,0.20,0.20,0.08,0.28,2.36,3.69,6.95,Shooting,Per 90,1.93,0.54,28.1%,0.13,0.44,16.80,0.00,0.10,+0.04,+0.04,Passing,26.29,33.30,78.9%,378.13,89.40,15.41,17.05,90.4%,8.70,10.70,81.4%,1.03,2.30,44.7%,0.12,1.03,1.57,1.39,0.18,Pass Types,31.37,1.69,0.30,0.00,0.18,1.69,1.15,0.12,0.06,0.00,0.00,0.24,0.91,Goal and Shot Creation,3.02,2.24,0.06,0.18,0.18,0.30,0.06,0.30,0.24,0.00,0.00,0.00,0.00,0.06,Defense,1.69,1.03,0.66,0.79,0.24,0.48,1.63,29.6%,1.15,0.91,0.00,0.42,2.12,0.18,0.00,Possession,46.18,0.60,6.29,17.47,23.03,3.93,46.18,3.57,1.39,39.0%,1.93,54.2%,32.03,196.98,78.33,1.57,1.27,2.96,2.12,31.25,Miscellaneous Stats,0.00,1.81,1.69,0.06,0.00,0.00,0.00,5.26,0.54,1.33,29.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oh Hyeon-gyu,KOR,FW,24,Genk,Belgium JPL,0.65,0.24,0.89,0.59,0.06,0.06,0.06,0.00,0.67,0.62,0.18,0.81,1.60,1.72,6.11,Shooting,Per 90,3.74,1.96,52.4%,0.16,0.30,14.00,0.00,0.17,-0.02,-0.03,Passing,13.93,18.26,76.3%,199.09,37.94,8.00,10.14,78.9%,4.03,4.98,81.0%,0.89,1.13,78.9%,0.12,1.60,1.13,0.65,0.12,Pass Types,16.90,1.25,0.00,0.12,0.06,0.42,0.06,0.06,0.00,0.00,0.00,0.12,0.53,Goal and Shot Creation,2.67,1.96,0.06,0.36,0.24,0.06,0.00,0.36,0.30,0.00,0.00,0.00,0.06,0.00,Defense,0.89,0.42,0.36,0.30,0.24,0.36,0.59,60.0%,0.24,0.71,0.18,0.06,0.95,0.65,0.00,Possession,30.18,0.95,2.96,11.56,16.25,6.58,30.12,1.25,0.53,42.9%,0.65,52.4%,18.97,110.81,46.36,1.01,0.95,3.14,1.13,21.34,Miscellaneous Stats,0.00,1.01,1.13,0.59,0.06,0.00,0.00,2.43,1.42,3.44,29.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
