Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Adam Dźwigała,POL,DF,30,St. Pauli,Bundesliga,0.11,0.00,0.11,0.11,0.00,0.00,0.43,0.11,0.01,0.01,0.02,0.03,0.32,3.66,0.54,Shooting,Per 90,0.43,0.11,25.0%,0.25,1.00,18.20,0.00,0.03,+0.10,+0.10,Passing,41.56,48.66,85.4%,674.68,281.95,20.56,21.64,95.0%,17.22,19.38,88.9%,2.58,5.17,50.0%,0.01,0.32,3.12,0.22,0.00,Pass Types,44.35,4.09,0.97,0.11,0.00,0.11,1.08,0.00,0.00,0.00,0.00,0.22,0.97,Goal and Shot Creation,0.75,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,3.45,2.15,1.72,1.72,0.00,1.83,2.80,65.4%,0.97,1.29,0.32,1.29,4.74,6.24,0.00,Possession,62.66,8.18,27.88,30.90,3.88,0.65,62.66,0.11,0.11,100.0%,0.00,0.0%,25.19,95.49,51.14,0.65,0.00,0.11,0.11,35.10,Miscellaneous Stats,0.00,1.29,0.54,0.00,0.00,0.00,0.00,3.12,2.05,1.61,55.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximilian Eggestein,GER,MF,29,Freiburg,Bundesliga,0.12,0.00,0.12,0.12,0.00,0.00,0.10,0.00,0.11,0.11,0.06,0.17,0.95,4.32,1.12,Shooting,Per 90,1.37,0.40,29.1%,0.09,0.31,17.70,0.00,0.08,+0.01,+0.01,Passing,37.49,44.91,83.5%,586.14,159.69,18.48,21.36,86.5%,16.64,18.93,87.9%,1.45,2.50,58.0%,0.07,0.57,4.07,0.45,0.00,Pass Types,43.41,1.40,1.02,0.03,0.00,0.27,0.37,0.00,0.00,0.00,0.00,0.10,0.60,Goal and Shot Creation,1.70,1.35,0.03,0.05,0.20,0.07,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Defense,2.02,1.05,0.92,0.85,0.25,0.97,1.47,66.1%,0.50,1.02,0.42,1.10,3.12,1.80,0.07,Possession,54.93,2.02,12.02,32.95,10.39,1.85,54.93,0.67,0.30,44.4%,0.35,51.9%,25.20,133.39,65.42,0.82,0.20,0.70,0.57,33.12,Miscellaneous Stats,0.00,0.77,0.67,0.03,0.00,0.00,0.00,4.20,1.82,1.92,48.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Elfadli,LBY,DF,28,Hamburger SV,Bundesliga,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.10,0.01,0.01,0.03,0.03,0.82,2.56,0.51,Shooting,Per 90,0.20,0.10,50.0%,0.00,0.00,18.10,0.00,0.03,-0.01,-0.01,Passing,49.09,51.75,94.9%,865.74,247.60,18.10,18.41,98.3%,27.31,28.53,95.7%,2.66,3.27,81.3%,0.04,0.20,1.33,0.00,0.00,Pass Types,48.58,3.07,2.15,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.82,Goal and Shot Creation,0.92,0.72,0.00,0.00,0.00,0.00,0.20,0.10,0.00,0.00,0.00,0.00,0.00,0.10,Defense,1.53,0.92,0.61,0.92,0.00,0.61,0.92,66.7%,0.31,1.43,0.61,1.43,2.97,4.30,0.00,Possession,62.80,5.11,25.26,35.80,2.25,0.31,62.80,0.41,0.20,50.0%,0.10,25.0%,40.60,214.36,111.27,0.61,0.10,1.13,0.41,43.57,Miscellaneous Stats,0.10,1.33,1.13,0.00,0.00,0.10,0.00,2.45,1.02,1.33,43.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nico Elvedi,SUI,DF,29,Gladbach,Bundesliga,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.03,0.03,0.00,0.03,0.86,2.98,0.23,Shooting,Per 90,0.33,0.00,0.0%,0.00,,9.60,0.00,0.09,-0.03,-0.03,Passing,54.33,58.50,92.9%,913.73,278.64,25.08,26.21,95.7%,25.44,26.93,94.5%,3.04,4.10,74.2%,0.01,0.17,2.38,0.10,0.00,Pass Types,54.69,3.77,1.26,0.10,0.17,0.00,0.07,0.00,0.00,0.00,0.00,0.03,0.33,Goal and Shot Creation,0.60,0.53,0.00,0.00,0.03,0.03,0.00,0.10,0.07,0.00,0.00,0.00,0.03,0.00,Defense,1.59,1.13,1.22,0.33,0.03,0.63,0.89,70.4%,0.26,1.39,1.06,1.03,2.61,7.84,0.00,Possession,72.00,13.76,38.78,31.14,2.28,0.66,72.00,0.00,0.00,,0.00,,37.69,218.78,129.87,0.53,0.03,0.36,0.07,45.56,Miscellaneous Stats,0.00,0.46,0.50,0.03,0.03,0.00,0.03,3.31,2.02,1.92,51.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yannik Engelhardt,GER,MF,24,Gladbach,Bundesliga,0.06,0.12,0.19,0.06,0.00,0.00,0.06,0.00,0.05,0.05,0.09,0.14,1.18,3.22,1.42,Shooting,Per 90,0.56,0.25,44.4%,0.11,0.25,16.20,0.00,0.09,+0.01,+0.01,Passing,40.36,47.17,85.6%,649.81,167.87,19.37,22.10,87.7%,17.83,18.88,94.4%,1.86,3.40,54.5%,0.10,0.43,2.66,0.43,0.06,Pass Types,43.89,3.22,1.42,0.00,0.12,0.19,1.73,0.00,0.00,0.00,0.00,0.06,1.11,Goal and Shot Creation,1.18,1.05,0.06,0.00,0.06,0.00,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Defense,2.04,1.11,1.11,0.50,0.43,1.11,2.35,47.4%,1.24,1.67,0.56,0.99,3.03,1.92,0.00,Possession,57.38,3.16,17.76,32.43,7.68,1.18,57.38,0.43,0.25,57.1%,0.12,28.6%,29.34,146.76,63.82,0.93,0.19,1.36,0.68,35.28,Miscellaneous Stats,0.00,1.24,1.49,0.06,0.00,0.00,0.00,3.59,1.18,0.62,65.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Eriksen,DEN,"MF,FW",33,Wolfsburg,Bundesliga,0.06,0.32,0.39,0.00,0.06,0.06,0.19,0.00,0.16,0.10,0.25,0.36,1.36,4.34,2.98,Shooting,Per 90,1.69,0.45,26.9%,0.00,0.00,24.80,0.26,0.06,-0.09,-0.10,Passing,42.28,55.31,76.4%,672.67,206.91,22.69,25.74,88.2%,14.39,18.22,79.0%,3.76,7.98,47.2%,0.24,2.27,4.47,1.49,0.71,Pass Types,49.80,5.19,2.07,0.78,0.32,4.34,0.26,2.27,1.04,0.71,0.00,0.32,0.84,Goal and Shot Creation,4.54,3.44,0.65,0.00,0.45,0.00,0.00,0.58,0.58,0.00,0.00,0.00,0.00,0.00,Defense,1.10,0.65,0.26,0.58,0.26,0.84,2.07,40.6%,1.23,1.10,0.26,0.52,1.62,0.71,0.00,Possession,64.45,1.56,11.93,31.19,21.72,1.56,64.39,0.91,0.39,42.9%,0.52,57.1%,35.34,136.10,68.15,1.69,0.06,1.56,0.97,42.80,Miscellaneous Stats,0.00,0.52,0.06,0.13,0.00,0.00,0.00,5.06,0.65,0.58,52.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Essende,COD,FW,27,Augsburg,Bundesliga,0.36,0.07,0.44,0.36,0.00,0.00,0.22,0.07,0.23,0.23,0.04,0.28,1.53,1.38,5.67,Shooting,Per 90,2.62,0.65,25.0%,0.14,0.56,14.50,0.00,0.09,+0.13,+0.13,Passing,11.26,17.51,64.3%,148.47,28.11,7.05,9.30,75.8%,3.56,5.74,62.0%,0.15,0.51,28.6%,0.03,0.51,0.87,0.29,0.07,Pass Types,16.56,0.80,0.07,0.00,0.00,0.36,0.07,0.00,0.00,0.00,0.00,0.15,0.36,Goal and Shot Creation,1.16,0.65,0.00,0.22,0.15,0.15,0.00,0.15,0.00,0.00,0.07,0.07,0.00,0.00,Defense,0.51,0.44,0.07,0.29,0.15,0.22,0.36,60.0%,0.15,0.44,0.07,0.00,0.51,0.65,0.07,Possession,31.89,0.80,2.76,15.33,14.24,5.23,31.89,2.62,0.73,27.8%,1.60,61.1%,18.74,84.99,38.21,0.80,1.02,4.87,1.89,24.33,Miscellaneous Stats,0.00,2.91,1.96,0.73,0.00,0.00,0.00,2.40,3.49,5.23,40.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin Fellhauer,GER,"DF,MF",27,Augsburg,Bundesliga,0.07,0.07,0.15,0.07,0.00,0.00,0.07,0.00,0.07,0.07,0.08,0.15,1.34,2.54,4.47,Shooting,Per 90,1.19,0.22,18.8%,0.06,0.33,16.00,0.00,0.06,+0.01,+0.01,Passing,27.22,36.31,74.9%,440.53,139.14,13.57,16.11,84.3%,11.56,14.39,80.3%,1.49,3.36,44.4%,0.08,0.89,1.72,0.67,0.30,Pass Types,30.94,5.15,0.15,0.00,0.00,2.54,4.77,0.15,0.00,0.00,0.00,0.22,1.04,Goal and Shot Creation,2.16,1.72,0.07,0.15,0.07,0.00,0.15,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Defense,2.09,1.57,1.19,0.75,0.15,0.97,1.94,50.0%,0.97,1.34,0.30,0.82,2.91,2.61,0.07,Possession,48.09,2.61,12.83,20.06,15.51,2.76,48.09,1.27,0.75,58.8%,0.52,41.2%,19.54,84.41,42.50,0.60,0.67,1.42,0.60,25.50,Miscellaneous Stats,0.00,0.97,1.12,0.15,0.00,0.00,0.00,3.95,1.94,1.42,57.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezequiél Fernández,ARG,MF,23,Leverkusen,Bundesliga,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.15,0.06,0.06,0.06,0.12,0.58,4.68,2.05,Shooting,Per 90,0.73,0.15,20.0%,0.00,0.00,21.20,0.00,0.07,-0.06,-0.06,Passing,65.31,72.61,89.9%,943.83,275.26,39.16,41.79,93.7%,20.60,22.21,92.8%,3.36,4.82,69.7%,0.10,0.88,6.14,0.88,0.00,Pass Types,71.59,1.02,0.73,0.29,0.29,0.00,0.15,0.15,0.00,0.00,0.00,0.00,1.17,Goal and Shot Creation,3.21,2.92,0.00,0.29,0.00,0.00,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Defense,2.19,1.46,0.73,1.17,0.29,0.73,2.05,35.7%,1.31,1.46,0.29,0.73,2.92,1.17,0.15,Possession,82.84,2.92,19.14,51.43,12.71,0.88,82.84,1.61,0.73,45.5%,0.88,54.5%,47.48,174.89,79.19,0.88,0.15,1.17,1.17,64.87,Miscellaneous Stats,0.15,1.46,1.90,0.15,0.00,0.00,0.00,5.84,0.29,1.31,18.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilian Fischer,GER,DF,25,Wolfsburg,Bundesliga,0.05,0.00,0.05,0.05,0.00,0.00,0.20,0.00,0.01,0.01,0.04,0.06,1.95,4.29,3.71,Shooting,Per 90,0.24,0.05,20.0%,0.20,1.00,22.60,0.00,0.06,+0.03,+0.03,Passing,43.10,53.24,81.0%,782.84,259.32,18.58,20.67,89.9%,19.94,23.50,84.9%,4.14,6.68,62.0%,0.05,0.59,2.88,0.73,0.24,Pass Types,42.90,10.29,0.98,0.00,0.20,1.90,9.31,0.00,0.00,0.00,0.00,0.05,1.17,Goal and Shot Creation,2.10,1.80,0.24,0.00,0.00,0.00,0.05,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Defense,2.34,1.66,1.61,0.49,0.24,1.61,2.63,61.1%,1.02,1.41,0.24,0.98,3.32,3.66,0.00,Possession,64.06,3.66,24.57,25.79,13.99,0.63,64.06,0.73,0.24,33.3%,0.49,66.7%,30.72,170.69,90.39,0.83,0.10,0.98,0.34,35.25,Miscellaneous Stats,0.00,1.32,0.44,0.00,0.00,0.00,0.00,3.22,1.02,1.61,38.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Flekken,NED,GK,32,Leverkusen,Bundesliga,,,,,,0.10,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,4.90,3.51,72.8%,0.49,0.26,0.26,0.28,28.2%,0.10,0.00,0.00,0.0%,Advanced Goalkeeping,0.00,0.15,0.05,1.39,0.27,+0.01,5.08,14.23,35.7%,34.31,4.05,29.3%,32.5,6.00,69.7%,52.1,14.15,0.87,6.2%,0.85,12.2
Jonas Föhrenbach,GER,DF,29,Heidenheim,Bundesliga,0.05,0.05,0.09,0.05,0.00,0.00,0.14,0.00,0.02,0.02,0.09,0.11,1.28,2.52,3.16,Shooting,Per 90,0.23,0.05,20.0%,0.20,1.00,19.00,0.00,0.11,+0.02,+0.02,Passing,31.60,42.27,74.8%,573.94,218.38,12.96,14.61,88.7%,14.84,18.50,80.2%,3.02,6.78,44.6%,0.14,0.96,2.24,1.05,0.69,Pass Types,33.89,8.34,0.46,0.00,0.05,4.40,6.69,1.15,0.60,0.23,0.00,0.05,1.19,Goal and Shot Creation,1.74,1.24,0.46,0.00,0.00,0.05,0.00,0.14,0.09,0.05,0.00,0.00,0.00,0.00,Defense,1.88,1.15,1.10,0.41,0.37,1.05,1.74,60.5%,0.69,1.37,0.18,0.92,2.79,2.98,0.00,Possession,51.76,3.57,17.40,19.05,15.48,0.92,51.76,0.46,0.09,20.0%,0.37,80.0%,21.98,94.53,49.60,0.69,0.18,0.78,0.18,27.34,Miscellaneous Stats,0.00,0.60,0.32,0.09,0.00,0.00,0.00,2.84,0.64,0.55,53.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Friedl,AUT,DF,27,Werder Bremen,Bundesliga,0.04,0.00,0.04,0.04,0.00,0.00,0.40,0.04,0.04,0.04,0.01,0.04,0.52,3.82,1.03,Shooting,Per 90,0.36,0.16,44.4%,0.11,0.25,16.80,0.00,0.10,0.00,0.00,Passing,50.04,56.92,87.9%,1034.30,373.97,14.05,15.33,91.7%,28.46,30.53,93.2%,6.85,9.63,71.1%,0.02,0.12,3.54,0.08,0.04,Pass Types,51.99,4.82,1.63,0.04,0.48,0.52,2.71,0.00,0.00,0.00,0.00,0.12,0.60,Goal and Shot Creation,0.84,0.68,0.08,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.95,1.15,0.96,0.84,0.16,1.31,2.27,57.9%,0.96,1.55,0.96,1.27,3.22,5.69,0.12,Possession,68.54,9.23,34.79,28.98,5.10,0.40,68.54,0.28,0.12,42.9%,0.16,57.1%,37.74,157.95,76.78,0.60,0.00,0.56,0.16,41.76,Miscellaneous Stats,0.04,0.84,0.60,0.12,0.00,0.04,0.04,5.33,1.83,1.31,58.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Friedrich,GER,DF,30,Gladbach,Bundesliga,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.53,2.66,0.18,Shooting,Per 90,0.00,0.00,,,,,0.00,,0.00,0.00,Passing,56.63,63.91,88.6%,994.08,339.59,23.61,24.85,95.0%,29.29,30.53,95.9%,3.37,7.28,46.3%,0.05,0.36,1.78,0.00,0.00,Pass Types,62.13,1.60,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.53,Goal and Shot Creation,1.07,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.13,1.60,1.42,0.71,0.00,1.24,2.31,53.8%,1.07,1.24,0.71,0.71,2.84,6.92,0.00,Possession,75.44,9.59,36.92,36.92,1.78,0.71,75.44,0.18,0.18,100.0%,0.00,0.0%,42.25,175.74,73.14,0.36,0.00,0.53,0.00,53.25,Miscellaneous Stats,0.00,0.71,0.89,0.00,0.00,0.00,0.00,3.73,2.13,2.84,42.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Führich,GER,"FW,MF",28,Stuttgart,Bundesliga,0.13,0.26,0.39,0.13,0.00,0.00,0.04,0.00,0.15,0.15,0.23,0.38,5.22,4.95,8.94,Shooting,Per 90,1.80,0.70,39.0%,0.07,0.19,18.50,0.04,0.08,-0.02,-0.02,Passing,38.36,47.83,80.2%,546.93,154.84,23.28,26.17,88.9%,11.79,14.42,81.8%,1.80,4.12,43.6%,0.35,1.89,1.80,2.98,0.79,Pass Types,44.28,3.29,0.26,0.26,0.18,3.59,0.83,2.19,1.05,0.04,0.00,0.26,1.01,Goal and Shot Creation,4.21,3.68,0.13,0.22,0.18,0.00,0.00,0.53,0.48,0.04,0.00,0.00,0.00,0.00,Defense,1.05,0.57,0.26,0.53,0.26,0.70,1.14,61.5%,0.44,1.01,0.00,0.31,1.36,0.61,0.00,Possession,57.38,0.35,3.81,21.00,33.23,4.91,57.38,3.11,1.58,50.7%,1.45,46.5%,37.39,278.68,146.95,3.42,2.15,2.15,0.75,43.40,Miscellaneous Stats,0.00,0.31,0.26,0.09,0.00,0.00,0.00,3.24,0.18,0.48,26.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Fujita,JPN,MF,23,St. Pauli,Bundesliga,0.00,0.20,0.20,0.00,0.00,0.00,0.20,0.00,0.03,0.03,0.15,0.18,1.49,5.62,2.71,Shooting,Per 90,0.74,0.07,9.1%,0.00,0.00,24.40,0.00,0.04,-0.03,-0.03,Passing,34.99,46.35,75.5%,553.13,181.56,18.14,21.11,85.9%,13.94,17.59,79.2%,2.03,5.55,36.6%,0.12,1.35,3.99,1.15,0.07,Pass Types,45.61,0.68,0.14,0.54,0.20,0.95,0.34,0.00,0.00,0.00,0.00,0.07,0.88,Goal and Shot Creation,2.37,2.10,0.00,0.14,0.00,0.00,0.14,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Defense,1.96,0.81,0.68,0.74,0.54,0.88,2.03,43.3%,1.15,1.02,0.14,1.42,3.38,0.95,0.00,Possession,56.91,1.02,10.76,30.86,16.58,0.95,56.91,2.30,1.08,47.1%,1.08,47.1%,25.17,116.12,56.37,1.35,0.14,2.03,0.88,36.00,Miscellaneous Stats,0.00,1.35,0.47,0.14,0.00,0.00,0.00,6.36,0.47,0.68,41.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleix García,ESP,MF,28,Leverkusen,Bundesliga,0.16,0.19,0.34,0.13,0.03,0.03,0.22,0.00,0.08,0.06,0.18,0.24,1.25,7.12,2.07,Shooting,Per 90,1.00,0.25,25.0%,0.13,0.50,24.90,0.19,0.06,+0.07,+0.07,Passing,83.57,93.86,89.0%,1441.94,427.49,42.70,45.24,94.4%,30.60,33.26,92.0%,8.50,12.16,69.8%,0.20,1.60,9.34,0.66,0.25,Pass Types,87.65,6.02,2.63,0.19,2.13,4.58,0.50,2.85,1.57,0.72,0.00,0.19,0.66,Goal and Shot Creation,3.39,2.35,0.85,0.00,0.13,0.00,0.06,0.53,0.47,0.06,0.00,0.00,0.00,0.00,Defense,0.72,0.41,0.34,0.28,0.09,0.41,1.03,39.4%,0.63,0.82,0.16,0.94,1.66,1.50,0.13,Possession,100.66,4.01,21.00,58.28,21.82,0.53,100.63,0.41,0.19,46.2%,0.19,46.2%,59.50,268.09,121.29,1.69,0.03,0.41,0.25,79.62,Miscellaneous Stats,0.00,0.34,0.53,0.03,0.00,0.00,0.00,4.48,0.19,0.34,35.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentin Gendrey,FRA,"DF,MF",25,Hoffenheim,Bundesliga,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.01,0.07,0.83,2.90,4.15,Shooting,Per 90,0.69,0.41,60.0%,0.00,0.00,20.50,0.00,0.09,-0.06,-0.06,Passing,28.76,41.75,68.9%,483.59,241.11,14.65,17.70,82.8%,10.92,16.31,66.9%,2.21,5.39,41.0%,0.06,0.41,1.66,0.55,0.28,Pass Types,30.83,10.51,0.41,0.00,0.00,2.63,10.09,0.00,0.00,0.00,0.00,0.41,0.97,Goal and Shot Creation,1.52,0.69,0.55,0.00,0.14,0.14,0.00,0.41,0.14,0.14,0.00,0.00,0.14,0.00,Defense,1.38,0.41,0.97,0.28,0.14,0.69,0.97,71.4%,0.28,1.38,0.41,1.11,2.49,3.87,0.00,Possession,54.06,4.42,16.45,20.74,17.00,0.97,54.06,0.69,0.00,0.0%,0.69,100.0%,21.84,77.14,40.65,0.55,0.14,1.52,0.41,26.27,Miscellaneous Stats,0.00,1.11,1.52,0.00,0.00,0.00,0.00,1.94,1.66,1.24,57.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yannick Gerhardt,GER,MF,31,Wolfsburg,Bundesliga,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.07,0.07,0.02,0.09,1.35,2.83,3.01,Shooting,Per 90,0.80,0.18,23.1%,0.00,0.00,12.90,0.00,0.09,-0.07,-0.07,Passing,33.05,40.18,82.3%,510.51,146.27,16.65,19.11,87.1%,14.01,15.85,88.4%,1.29,2.64,48.8%,0.06,0.31,2.46,0.55,0.18,Pass Types,37.90,2.09,0.68,0.06,0.06,1.17,1.04,0.06,0.06,0.00,0.00,0.18,1.04,Goal and Shot Creation,1.60,1.47,0.00,0.00,0.00,0.12,0.00,0.25,0.18,0.00,0.00,0.00,0.06,0.00,Defense,1.47,0.68,0.61,0.80,0.06,0.68,1.72,39.3%,1.04,1.66,0.61,0.92,2.40,2.83,0.00,Possession,50.56,3.01,14.31,25.19,11.37,1.54,50.56,0.49,0.00,0.0%,0.49,100.0%,27.46,114.33,55.97,0.68,0.12,1.11,0.31,32.25,Miscellaneous Stats,0.00,1.47,0.74,0.12,0.00,0.00,0.00,3.07,0.86,1.60,35.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimitris Giannoulis,GRE,"DF,MF",30,Augsburg,Bundesliga,0.11,0.18,0.29,0.11,0.00,0.00,0.33,0.00,0.05,0.05,0.17,0.22,2.36,3.41,5.84,Shooting,Per 90,0.40,0.18,45.5%,0.27,0.60,16.40,0.00,0.12,+0.06,+0.06,Passing,35.26,48.21,73.1%,581.75,235.32,18.07,21.77,83.0%,14.26,18.57,76.8%,2.58,5.11,50.4%,0.19,1.63,2.25,2.07,1.09,Pass Types,38.34,9.79,0.18,0.00,0.11,4.32,9.14,0.44,0.22,0.00,0.00,0.07,1.31,Goal and Shot Creation,2.72,2.39,0.15,0.15,0.00,0.00,0.04,0.22,0.22,0.00,0.00,0.00,0.00,0.00,Defense,1.56,1.05,0.80,0.54,0.22,0.69,0.94,73.1%,0.25,1.63,0.33,1.49,3.05,3.01,0.04,Possession,61.38,3.19,15.82,23.87,22.35,1.38,61.38,3.01,1.02,33.7%,1.81,60.2%,28.19,132.33,69.98,1.34,0.40,1.85,0.44,31.89,Miscellaneous Stats,0.00,0.62,0.83,0.11,0.00,0.00,0.00,4.97,0.25,0.54,31.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benedikt Gimber,GER,"DF,MF",28,Heidenheim,Bundesliga,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.03,0.03,0.01,0.04,0.18,1.72,0.22,Shooting,Per 90,0.48,0.04,9.1%,0.00,0.00,16.30,0.00,0.05,-0.03,-0.03,Passing,35.64,42.38,84.1%,732.69,228.46,9.38,10.40,90.3%,21.85,23.30,93.8%,4.23,7.62,55.5%,0.02,0.13,2.16,0.22,0.09,Pass Types,39.60,2.64,1.76,0.00,0.22,0.18,0.22,0.00,0.00,0.00,0.00,0.13,0.88,Goal and Shot Creation,0.75,0.66,0.00,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.04,0.00,Defense,1.85,1.28,1.10,0.70,0.04,1.06,1.85,57.1%,0.79,1.54,0.66,0.84,2.69,4.10,0.00,Possession,53.00,5.90,28.28,23.35,1.89,0.57,53.00,0.66,0.35,53.3%,0.22,33.3%,28.37,119.12,54.93,0.26,0.00,0.88,0.22,32.95,Miscellaneous Stats,0.00,2.03,1.94,0.00,0.00,0.04,0.00,2.78,1.81,1.67,51.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
