Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Matheus Fernandes,BRA,MF,26,RB Bragantino,Brazil Serie A,0.14,0.00,0.14,0.14,0.00,0.00,0.41,0.00,0.05,0.05,0.04,0.08,1.63,5.17,3.13,Shooting,Per 90,1.23,0.14,11.1%,0.11,1.00,22.80,0.00,0.04,+0.08,+0.08,Passing,36.22,43.84,82.6%,592.28,157.26,17.84,20.83,85.6%,15.25,17.29,88.2%,2.31,3.54,65.4%,0.05,0.82,4.49,0.14,0.14,Pass Types,42.62,1.23,0.95,0.41,0.00,0.41,0.14,0.00,0.00,0.00,0.00,0.00,1.50,Goal and Shot Creation,1.63,1.36,0.00,0.00,0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,3.13,2.04,1.77,0.95,0.41,0.95,2.04,46.7%,1.09,2.04,0.54,1.36,4.49,1.91,0.00,Possession,57.59,1.36,11.44,34.99,11.71,1.91,57.59,1.63,0.82,50.0%,0.54,33.3%,32.00,159.58,83.87,1.23,0.27,1.77,0.95,38.53,Miscellaneous Stats,0.00,2.59,0.54,0.00,0.00,0.00,0.00,4.49,0.41,0.82,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernandinho,BRA,FW,27,Ceará,Brazil Serie A,0.00,0.09,0.09,0.00,0.00,0.00,0.27,0.00,0.20,0.20,0.05,0.24,5.34,1.90,8.50,Shooting,Per 90,1.99,0.81,40.9%,0.00,0.00,17.60,0.00,0.10,-0.20,-0.20,Passing,14.47,21.53,67.2%,212.11,43.78,9.05,10.67,84.7%,4.07,6.33,64.3%,0.90,2.17,41.7%,0.06,0.45,0.81,0.90,0.27,Pass Types,21.08,0.36,0.00,0.00,0.09,2.62,0.18,0.18,0.09,0.00,0.00,0.09,1.09,Goal and Shot Creation,2.62,1.63,0.09,0.45,0.18,0.18,0.09,0.27,0.18,0.00,0.00,0.09,0.00,0.00,Defense,1.63,1.18,0.81,0.72,0.09,0.81,2.08,39.1%,1.27,1.09,0.00,1.72,3.35,0.90,0.00,Possession,36.45,0.81,6.24,12.03,19.63,4.25,36.45,5.16,2.35,45.6%,2.08,40.4%,23.70,247.48,142.82,3.08,1.81,2.62,1.63,24.87,Miscellaneous Stats,0.00,1.63,2.26,0.54,0.00,0.00,0.00,3.80,1.36,1.63,45.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando,BRA,"MF,DF",37,Internacional,Brazil Serie A,0.10,0.00,0.10,0.10,0.00,0.00,0.19,0.00,0.07,0.07,0.01,0.09,1.62,5.33,0.76,Shooting,Per 90,0.48,0.38,80.0%,0.20,0.25,10.50,0.00,0.14,+0.03,+0.03,Passing,53.33,59.05,90.3%,1012.38,335.81,19.81,21.24,93.3%,27.43,29.81,92.0%,5.33,6.38,83.6%,0.05,0.19,6.10,0.29,0.00,Pass Types,56.95,2.00,1.81,0.10,0.48,0.10,0.10,0.10,0.10,0.00,0.00,0.10,0.48,Goal and Shot Creation,1.24,1.14,0.00,0.00,0.10,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Defense,1.81,1.14,0.67,1.05,0.10,0.76,2.10,36.4%,1.33,1.24,0.76,0.76,2.57,2.48,0.19,Possession,68.76,5.52,21.90,42.86,4.57,0.76,68.76,0.95,0.48,50.0%,0.48,50.0%,41.43,196.29,116.00,0.76,0.00,0.76,0.38,48.10,Miscellaneous Stats,0.00,0.95,0.29,0.00,0.00,0.00,0.00,4.38,1.43,0.76,65.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nahuel Ferraresi,VEN,DF,26,São Paulo,Brazil Serie A,0.00,0.14,0.14,0.00,0.00,0.00,0.21,0.00,0.02,0.02,0.11,0.13,1.52,4.79,1.69,Shooting,Per 90,0.42,0.04,8.3%,0.00,0.00,19.50,0.00,0.05,-0.02,-0.02,Passing,45.83,54.92,83.4%,799.67,310.86,20.34,22.28,91.3%,20.52,23.58,87.0%,4.02,7.12,56.4%,0.06,0.81,4.86,0.60,0.18,Pass Types,49.85,5.01,1.90,0.07,0.25,1.37,3.10,0.00,0.00,0.00,0.00,0.07,0.71,Goal and Shot Creation,1.83,1.59,0.11,0.00,0.07,0.00,0.07,0.25,0.18,0.00,0.00,0.04,0.00,0.04,Defense,3.49,2.40,1.69,1.59,0.21,1.97,3.35,58.9%,1.37,1.09,0.39,1.23,4.72,3.95,0.00,Possession,66.84,4.90,25.14,33.63,8.74,0.81,66.84,0.92,0.53,57.7%,0.32,34.6%,37.02,162.23,98.92,1.13,0.11,0.92,0.42,42.62,Miscellaneous Stats,0.00,1.52,1.16,0.07,0.00,0.07,0.07,4.65,1.52,0.85,64.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferreira,BRA,"FW,DF",27,São Paulo,Brazil Serie A,0.30,0.17,0.47,0.30,0.00,0.04,0.17,0.00,0.24,0.21,0.15,0.35,3.85,4.45,10.23,Shooting,Per 90,2.06,0.77,37.5%,0.15,0.39,16.70,0.00,0.10,+0.06,+0.09,Passing,30.23,38.71,78.1%,457.02,120.19,17.21,19.70,87.4%,9.51,11.90,79.9%,2.18,3.85,56.7%,0.18,1.46,2.14,1.93,0.30,Pass Types,35.49,3.04,0.60,0.09,0.60,2.70,1.20,1.07,0.51,0.21,0.00,0.17,0.81,Goal and Shot Creation,4.24,2.91,0.17,0.60,0.26,0.30,0.00,0.56,0.43,0.04,0.04,0.04,0.00,0.00,Defense,1.16,0.81,0.60,0.43,0.13,0.64,1.46,44.1%,0.81,0.86,0.04,0.34,1.50,0.51,0.04,Possession,52.41,0.56,6.38,21.15,26.42,4.11,52.36,6.55,3.13,47.7%,2.83,43.1%,35.54,228.98,121.17,3.08,1.24,3.25,1.37,40.03,Miscellaneous Stats,0.00,0.73,2.44,0.26,0.04,0.04,0.00,4.58,0.43,0.77,35.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Ferreira,BRA,GK,30,Ceará,Brazil Serie A,,,,,,0.03,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,3.88,2.83,73.1%,0.29,0.26,0.46,0.26,26.7%,0.03,0.00,0.00,0.0%,Advanced Goalkeeping,0.13,0.13,0.03,1.09,0.27,+0.05,4.40,12.90,34.1%,18.05,3.36,42.6%,36.6,8.37,62.3%,48.3,16.45,1.17,7.1%,0.72,11.4
Lucas Ferreira,BRA,FW,18,São Paulo,Brazil Serie A,0.12,0.00,0.12,0.12,0.00,0.00,0.06,0.00,0.20,0.20,0.05,0.25,4.01,2.99,9.39,Shooting,Per 90,2.21,0.66,29.7%,0.05,0.18,18.50,0.00,0.09,-0.08,-0.08,Passing,19.33,25.91,74.6%,294.12,76.84,10.53,12.27,85.9%,7.12,8.50,83.8%,1.14,2.63,43.2%,0.07,1.14,1.26,1.08,0.18,Pass Types,23.52,2.21,0.30,0.18,0.06,3.11,0.78,1.14,0.60,0.12,0.00,0.18,1.50,Goal and Shot Creation,3.35,2.51,0.18,0.06,0.12,0.30,0.18,0.36,0.30,0.00,0.00,0.00,0.06,0.00,Defense,2.33,1.26,0.42,1.08,0.84,0.72,1.56,46.2%,0.84,1.56,0.06,0.48,2.81,1.26,0.00,Possession,42.37,0.90,4.43,12.99,25.31,3.59,42.37,4.73,1.20,25.3%,3.23,68.4%,25.85,197.41,100.05,2.63,1.50,2.63,1.62,27.59,Miscellaneous Stats,0.00,1.02,1.44,0.18,0.06,0.00,0.00,3.65,1.02,0.78,56.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caíque França,BRA,GK,29,Sport Recife,Brazil Serie A,,,,,,0.33,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,5.67,3.80,69.4%,0.00,0.27,0.73,0.13,13.3%,0.20,0.07,0.07,25.0%,Advanced Goalkeeping,0.00,0.20,0.13,1.62,0.25,-0.18,3.53,8.27,42.7%,17.40,4.40,28.0%,31.3,8.00,42.5%,35.3,13.40,0.73,5.5%,0.87,13.8
Alan Franco,ECU,"MF,DF",26,Atlético Mineiro,Brazil Serie A,0.03,0.00,0.03,0.03,0.00,0.00,0.14,0.00,0.01,0.01,0.01,0.02,0.38,3.42,0.65,Shooting,Per 90,0.31,0.03,11.1%,0.11,1.00,24.50,0.00,0.05,+0.02,+0.02,Passing,42.29,46.78,90.4%,669.73,200.86,20.89,22.09,94.6%,18.29,19.86,92.1%,1.85,2.36,78.3%,0.02,0.45,3.63,0.17,0.03,Pass Types,43.90,2.71,1.75,0.00,0.00,0.14,0.96,0.00,0.00,0.00,0.00,0.17,0.38,Goal and Shot Creation,1.34,1.27,0.03,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Defense,1.71,1.10,0.68,0.75,0.27,0.75,1.13,66.7%,0.38,0.72,0.34,0.96,2.67,1.64,0.03,Possession,53.32,1.85,13.36,34.08,6.30,0.21,53.32,0.21,0.10,50.0%,0.10,50.0%,29.86,141.58,58.36,0.55,0.00,0.51,0.21,35.38,Miscellaneous Stats,0.00,1.47,0.65,0.00,0.00,0.00,0.00,3.42,0.82,0.58,58.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Franco,ARG,DF,28,São Paulo,Brazil Serie A,0.00,0.03,0.03,0.00,0.00,0.00,0.27,0.00,0.05,0.05,0.02,0.07,0.30,3.37,0.15,Shooting,Per 90,0.33,0.00,0.0%,0.00,,9.70,0.00,0.16,-0.05,-0.05,Passing,50.91,58.04,87.7%,942.69,397.64,18.89,20.19,93.6%,27.23,29.21,93.2%,4.41,7.33,60.1%,0.02,0.21,2.66,0.06,0.03,Pass Types,55.17,2.78,2.31,0.00,0.33,0.06,0.47,0.00,0.00,0.00,0.00,0.09,0.50,Goal and Shot Creation,0.68,0.56,0.00,0.00,0.06,0.00,0.06,0.03,0.00,0.00,0.00,0.03,0.00,0.00,Defense,1.24,0.80,0.80,0.44,0.00,0.77,1.18,65.0%,0.41,1.18,0.68,1.03,2.28,4.91,0.12,Possession,67.65,8.49,35.86,30.66,1.57,0.59,67.65,0.65,0.50,77.3%,0.15,22.7%,41.63,190.82,98.43,0.15,0.00,0.62,0.21,45.03,Miscellaneous Stats,0.00,1.09,0.41,0.06,0.00,0.06,0.00,5.00,1.57,1.03,60.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luan Freitas,BRA,DF,24,Juventude,Brazil Serie A,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.04,0.08,2.32,0.08,Shooting,Per 90,0.32,0.08,25.0%,0.00,0.00,18.10,0.00,0.05,-0.02,-0.02,Passing,34.19,38.43,89.0%,717.12,222.20,8.25,8.65,95.4%,21.38,22.26,96.0%,4.56,7.13,64.0%,0.02,0.32,2.08,0.00,0.00,Pass Types,35.63,2.64,2.08,0.00,0.24,0.00,0.08,0.00,0.00,0.00,0.00,0.16,0.40,Goal and Shot Creation,0.56,0.48,0.00,0.00,0.00,0.00,0.08,0.16,0.08,0.00,0.00,0.00,0.00,0.08,Defense,2.00,1.28,1.04,0.80,0.16,0.96,1.52,63.2%,0.56,1.44,1.04,0.80,2.80,3.76,0.08,Possession,47.32,5.69,24.10,22.02,1.60,0.48,47.32,0.16,0.08,50.0%,0.08,50.0%,25.22,117.94,70.94,0.24,0.00,0.24,0.08,30.19,Miscellaneous Stats,0.00,1.04,0.24,0.00,0.00,0.00,0.00,2.88,1.12,0.56,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Freitas,BRA,DF,24,Vasco da Gama,Brazil Serie A,0.06,0.00,0.06,0.06,0.00,0.00,0.23,0.00,0.02,0.02,0.00,0.02,0.87,3.89,0.29,Shooting,Per 90,0.29,0.06,20.0%,0.20,1.00,10.80,0.00,0.06,+0.04,+0.04,Passing,62.98,68.31,92.2%,1076.00,385.28,27.60,28.41,97.1%,29.46,30.91,95.3%,4.58,7.02,65.3%,0.01,0.06,3.77,0.12,0.00,Pass Types,66.63,1.62,1.33,0.00,0.06,0.35,0.12,0.00,0.00,0.00,0.00,0.06,0.29,Goal and Shot Creation,0.75,0.58,0.00,0.00,0.06,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.06,0.00,Defense,0.93,0.52,0.52,0.35,0.06,0.70,1.04,66.7%,0.35,1.51,1.22,1.10,2.03,4.99,0.17,Possession,78.75,10.09,39.03,37.69,2.26,0.58,78.75,0.70,0.41,58.3%,0.12,16.7%,51.38,213.58,115.92,0.35,0.00,0.75,0.17,60.31,Miscellaneous Stats,0.00,1.04,0.70,0.00,0.06,0.06,0.00,3.25,1.28,1.28,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlon Freitas,BRA,MF,29,Botafogo (RJ),Brazil Serie A,0.03,0.13,0.15,0.03,0.00,0.00,0.23,0.00,0.04,0.04,0.08,0.12,1.06,7.36,1.06,Shooting,Per 90,0.81,0.23,28.1%,0.03,0.11,22.60,0.00,0.05,-0.01,-0.01,Passing,59.82,67.56,88.5%,1207.27,303.29,20.38,21.89,93.1%,29.28,31.60,92.7%,9.05,11.57,78.2%,0.11,0.96,7.74,0.96,0.10,Pass Types,63.65,3.76,3.15,0.30,0.96,0.35,0.33,0.00,0.00,0.00,0.00,0.15,0.55,Goal and Shot Creation,2.65,2.42,0.05,0.00,0.13,0.00,0.05,0.33,0.33,0.00,0.00,0.00,0.00,0.00,Defense,1.49,0.93,0.66,0.66,0.18,0.83,1.79,46.5%,0.96,1.11,0.55,0.71,2.19,1.82,0.03,Possession,74.95,2.93,16.21,48.47,10.67,0.55,74.95,0.25,0.10,40.0%,0.13,50.0%,46.32,229.80,111.61,0.93,0.00,0.50,0.28,56.18,Miscellaneous Stats,0.00,1.16,0.30,0.00,0.00,0.03,0.00,3.35,0.53,0.48,52.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Freytes,ARG,DF,25,Fluminense,Brazil Serie A,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.03,0.03,0.03,0.03,0.06,0.58,3.51,0.34,Shooting,Per 90,0.71,0.15,21.7%,0.00,0.00,21.40,0.03,0.04,-0.03,-0.03,Passing,56.94,66.92,85.1%,1168.95,474.25,17.91,19.36,92.5%,31.21,33.37,93.5%,7.54,12.62,59.8%,0.03,0.25,4.00,0.28,0.03,Pass Types,63.90,3.02,2.62,0.03,1.02,0.25,0.31,0.00,0.00,0.00,0.00,0.00,0.37,Goal and Shot Creation,0.95,0.80,0.03,0.00,0.06,0.06,0.00,0.09,0.06,0.00,0.00,0.00,0.03,0.00,Defense,0.74,0.46,0.52,0.18,0.03,0.49,1.02,48.5%,0.52,0.89,0.52,0.49,1.23,5.69,0.15,Possession,76.86,11.23,39.06,35.61,2.83,0.71,76.86,0.52,0.34,64.7%,0.12,23.5%,49.46,233.40,118.10,0.34,0.03,0.49,0.15,56.11,Miscellaneous Stats,0.00,0.71,0.55,0.09,0.03,0.00,0.00,4.46,1.82,1.57,53.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adonis Frías,ARG,DF,26,Santos,Brazil Serie A,0.05,0.05,0.09,0.00,0.05,0.09,0.19,0.05,0.10,0.03,0.02,0.05,0.70,3.19,0.09,Shooting,Per 90,0.70,0.14,20.0%,0.00,0.00,19.40,0.05,0.04,-0.06,-0.03,Passing,38.99,43.31,90.0%,751.33,266.34,12.96,13.95,92.9%,21.00,22.59,92.9%,4.23,5.54,76.3%,0.01,0.47,3.15,0.23,0.00,Pass Types,40.49,2.77,2.16,0.00,0.33,0.14,0.14,0.00,0.00,0.00,0.00,0.05,0.42,Goal and Shot Creation,1.32,1.17,0.05,0.00,0.05,0.00,0.05,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Defense,1.27,0.80,0.94,0.28,0.05,0.70,1.32,53.6%,0.61,0.99,0.56,1.17,2.44,4.51,0.05,Possession,53.41,7.42,25.69,24.94,3.05,0.94,53.31,0.38,0.19,50.0%,0.09,25.0%,28.18,167.27,93.76,0.52,0.05,0.42,0.19,33.91,Miscellaneous Stats,0.05,1.22,0.56,0.00,0.00,0.00,0.00,3.34,2.16,0.99,68.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Fuchs,BRA,"DF,MF",25,Palmeiras,Brazil Serie A,0.11,0.04,0.15,0.11,0.00,0.00,0.27,0.00,0.05,0.05,0.05,0.09,1.25,5.98,0.34,Shooting,Per 90,0.34,0.15,44.4%,0.33,0.75,11.10,0.00,0.14,+0.06,+0.06,Passing,46.72,55.20,84.6%,1050.39,414.48,11.74,13.06,89.9%,25.52,28.06,91.0%,9.16,13.37,68.6%,0.05,0.53,6.59,0.57,0.15,Pass Types,51.95,3.18,1.67,0.11,0.68,0.91,1.40,0.00,0.00,0.00,0.00,0.08,0.45,Goal and Shot Creation,1.59,1.40,0.11,0.00,0.00,0.04,0.04,0.11,0.08,0.04,0.00,0.00,0.00,0.00,Defense,1.93,1.25,1.14,0.80,0.00,0.95,1.40,67.6%,0.45,0.95,0.49,1.33,3.26,4.96,0.04,Possession,66.18,6.10,27.15,35.55,3.94,0.76,66.18,0.23,0.08,33.3%,0.11,50.0%,39.91,252.96,161.41,0.72,0.04,0.49,0.08,42.67,Miscellaneous Stats,0.00,1.21,0.76,0.00,0.00,0.08,0.00,3.56,2.01,0.98,67.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Fuentes,COL,DF,27,Fluminense,Brazil Serie A,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.02,0.02,0.05,0.07,1.75,5.02,6.98,Shooting,Per 90,0.76,0.33,42.9%,0.00,0.00,23.30,0.00,0.02,-0.02,-0.02,Passing,47.78,58.58,81.6%,742.58,262.91,24.87,26.62,93.4%,17.67,21.71,81.4%,3.49,6.76,51.6%,0.11,1.20,3.38,1.85,0.55,Pass Types,47.89,10.69,1.85,0.00,0.22,3.93,7.53,1.31,0.00,0.44,0.00,0.00,0.33,Goal and Shot Creation,3.82,2.84,0.55,0.11,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.07,1.31,1.09,0.76,0.22,0.55,0.98,55.6%,0.44,0.65,0.33,1.20,3.27,3.16,0.00,Possession,69.60,3.60,19.09,27.93,23.02,2.51,69.60,1.42,0.76,53.8%,0.65,46.2%,34.47,123.60,62.62,1.64,0.65,1.31,0.55,42.11,Miscellaneous Stats,0.00,1.53,0.55,0.00,0.00,0.00,0.00,2.73,1.85,0.55,77.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel,BRA,DF,23,Bahia,Brazil Serie A,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.01,0.01,0.01,0.02,0.09,1.52,0.00,Shooting,Per 90,0.19,0.00,0.0%,0.00,,12.60,0.00,0.04,-0.01,-0.01,Passing,50.13,56.30,89.0%,991.80,293.92,13.77,14.72,93.5%,31.52,33.23,94.9%,4.37,7.31,59.7%,0.01,0.09,1.71,0.19,0.00,Pass Types,54.40,1.71,1.61,0.00,0.19,0.00,0.09,0.00,0.00,0.00,0.00,0.19,0.47,Goal and Shot Creation,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.61,1.14,1.33,0.28,0.00,0.66,0.95,70.0%,0.28,1.33,0.85,1.14,2.75,5.89,0.09,Possession,67.59,9.59,41.30,25.06,1.42,0.47,67.59,0.00,0.00,,0.00,,37.41,170.79,85.44,0.00,0.00,0.66,0.00,46.23,Miscellaneous Stats,0.00,2.28,0.76,0.09,0.00,0.00,0.00,2.66,2.37,1.90,55.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel,BRA,"MF,FW",35,Mirassol,Brazil Serie A,0.23,0.11,0.34,0.23,0.00,0.00,0.11,0.00,0.18,0.18,0.17,0.35,1.47,3.90,5.60,Shooting,Per 90,1.70,0.85,50.0%,0.13,0.27,19.40,0.00,0.10,+0.05,+0.05,Passing,33.69,40.25,83.7%,536.27,120.47,17.41,19.05,91.4%,11.98,13.74,87.2%,3.05,4.97,61.4%,0.11,1.58,2.66,0.96,0.17,Pass Types,39.35,0.79,0.06,0.17,0.40,1.70,0.17,0.23,0.00,0.17,0.00,0.11,0.57,Goal and Shot Creation,2.94,2.26,0.23,0.00,0.23,0.23,0.00,0.34,0.17,0.00,0.00,0.00,0.17,0.00,Defense,0.51,0.40,0.17,0.17,0.17,0.34,0.57,60.0%,0.23,1.07,0.51,0.28,0.79,0.57,0.06,Possession,48.34,0.90,7.24,23.74,17.81,2.37,48.34,1.64,0.90,55.2%,0.51,31.0%,32.00,141.16,58.00,1.19,0.28,1.70,0.68,38.72,Miscellaneous Stats,0.00,0.45,1.70,0.45,0.06,0.00,0.00,3.17,0.62,0.51,55.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel,BRA,GK,32,Vitória,Brazil Serie A,,,,,,0.13,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,6.04,4.08,69.0%,0.08,0.29,0.63,0.13,12.5%,0.13,0.00,0.00,0.0%,Advanced Goalkeeping,0.08,0.25,0.04,1.95,0.31,-0.01,4.13,13.13,31.4%,21.83,4.21,44.1%,37.7,7.58,46.2%,40.5,14.83,0.79,5.3%,1.96,15.7
Gabriel,BRA,GK,32,Sport Recife,Brazil Serie A,,,,,,0.13,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,6.04,4.08,69.0%,0.08,0.29,0.63,0.13,12.5%,0.13,0.00,0.00,0.0%,Advanced Goalkeeping,0.08,0.25,0.04,1.95,0.31,-0.01,4.13,13.13,31.4%,21.83,4.21,44.1%,37.7,7.58,46.2%,40.5,14.83,0.79,5.3%,1.96,15.7
Gabriel,BRA,MF,32,RB Bragantino,Brazil Serie A,0.03,0.00,0.03,0.03,0.00,0.00,0.38,0.00,0.02,0.02,0.03,0.05,0.58,3.90,0.96,Shooting,Per 90,0.62,0.10,16.7%,0.06,0.33,25.20,0.00,0.04,+0.01,+0.01,Passing,40.52,46.54,87.1%,715.39,190.01,16.98,18.90,89.9%,18.66,20.71,90.1%,3.79,4.95,76.6%,0.05,0.55,3.45,0.58,0.03,Pass Types,44.11,2.22,2.15,0.10,0.31,0.21,0.03,0.03,0.00,0.03,0.00,0.21,0.75,Goal and Shot Creation,1.37,1.16,0.03,0.00,0.07,0.03,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Defense,2.39,1.54,1.13,0.96,0.31,0.99,2.26,43.9%,1.26,0.96,0.21,1.16,3.55,1.61,0.03,Possession,55.18,1.81,13.97,33.69,7.72,0.48,55.18,0.55,0.14,25.0%,0.31,56.3%,29.90,125.64,54.46,0.68,0.07,0.82,0.41,36.25,Miscellaneous Stats,0.00,1.50,1.03,0.00,0.00,0.00,0.00,3.69,0.48,0.65,42.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
