Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Zeki Çelik,TUR,DF,28,Roma,Serie A,0.06,0.14,0.19,0.06,0.00,0.00,0.19,0.03,0.06,0.06,0.07,0.13,1.79,5.01,4.46,Shooting,Per 90,0.69,0.19,28.0%,0.08,0.29,16.80,0.00,0.08,0.00,0.00,Passing,47.61,58.24,81.8%,760.02,274.05,24.14,26.50,91.1%,19.27,22.49,85.7%,2.86,5.67,50.5%,0.07,0.74,4.51,0.77,0.41,Pass Types,51.03,7.16,0.91,0.06,0.22,2.09,6.22,0.00,0.00,0.00,0.00,0.06,0.58,Goal and Shot Creation,1.90,1.73,0.08,0.03,0.03,0.03,0.00,0.28,0.28,0.00,0.00,0.00,0.00,0.00,Defense,2.39,1.32,0.83,1.13,0.44,0.94,1.57,59.6%,0.63,0.94,0.36,0.77,3.17,3.08,0.06,Possession,69.61,3.28,18.52,34.35,17.17,2.01,69.61,1.29,0.41,31.9%,0.83,63.8%,37.93,186.00,87.96,1.43,0.41,1.10,0.33,43.24,Miscellaneous Stats,0.00,1.24,0.41,0.06,0.00,0.00,0.00,3.80,1.43,0.96,59.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Chukwueze,NGA,FW,26,Milan,Serie A,0.52,0.77,1.29,0.52,0.00,0.00,0.00,0.00,0.28,0.28,0.35,0.63,4.39,4.52,11.62,Shooting,Per 90,2.71,0.90,33.3%,0.19,0.57,17.40,0.00,0.10,+0.23,+0.23,Passing,30.86,42.22,73.1%,531.74,122.93,14.33,16.92,84.7%,13.43,17.30,77.6%,2.84,4.91,57.9%,0.41,2.84,1.68,2.97,0.39,Pass Types,39.38,2.45,0.26,0.65,0.39,3.23,1.03,1.16,0.90,0.00,0.00,0.39,0.65,Goal and Shot Creation,5.55,4.26,0.13,0.90,0.26,0.00,0.00,0.90,0.65,0.13,0.13,0.00,0.00,0.00,Defense,1.16,0.90,0.39,0.52,0.26,0.26,1.16,22.2%,0.90,0.65,0.00,0.77,1.94,1.29,0.00,Possession,56.69,1.29,6.46,19.89,31.25,6.07,56.69,6.59,3.62,54.9%,2.32,35.3%,37.06,291.69,137.00,3.36,1.81,2.32,1.81,40.16,Miscellaneous Stats,0.00,0.77,1.68,0.26,0.00,0.00,0.00,4.65,0.90,0.90,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessandro Circati,AUS,DF,22,Parma,Serie A,0.07,0.00,0.07,0.07,0.00,0.00,0.14,0.00,0.06,0.06,0.01,0.07,0.07,2.22,0.21,Shooting,Per 90,0.21,0.07,33.3%,0.33,1.00,7.50,0.00,0.27,+0.01,+0.01,Passing,37.80,44.52,84.9%,726.30,269.17,13.08,14.88,87.9%,21.12,22.85,92.4%,3.25,5.40,60.3%,0.01,0.35,2.22,0.21,0.00,Pass Types,42.30,2.15,2.01,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.83,Goal and Shot Creation,0.76,0.62,0.00,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.04,0.62,0.69,0.28,0.07,0.42,0.69,60.0%,0.28,2.01,1.18,0.90,1.94,5.75,0.00,Possession,55.87,8.86,30.60,23.82,1.80,0.42,55.87,0.00,0.00,,0.00,,29.63,134.65,72.62,0.07,0.00,0.90,0.07,31.71,Miscellaneous Stats,0.00,0.76,0.69,0.00,0.00,0.00,0.00,3.18,3.25,1.80,64.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saúl Coco,EQG,DF,26,Torino,Serie A,0.03,0.03,0.06,0.03,0.00,0.00,0.22,0.00,0.03,0.03,0.01,0.04,0.57,1.90,0.16,Shooting,Per 90,0.51,0.13,25.0%,0.06,0.25,13.30,0.06,0.05,0.00,0.00,Passing,36.92,42.04,87.8%,702.47,216.85,12.91,13.86,93.2%,20.18,21.86,92.3%,3.54,5.38,65.9%,0.01,0.19,1.71,0.06,0.06,Pass Types,39.86,2.12,1.17,0.00,0.32,0.13,0.13,0.00,0.00,0.00,0.00,0.06,0.54,Goal and Shot Creation,0.54,0.38,0.00,0.00,0.06,0.09,0.00,0.09,0.06,0.00,0.00,0.00,0.03,0.00,Defense,1.61,1.01,1.11,0.51,0.00,0.82,1.27,65.0%,0.44,1.80,1.27,1.14,2.75,5.47,0.03,Possession,54.00,8.23,28.98,23.41,1.87,0.76,54.00,0.16,0.09,60.0%,0.06,40.0%,28.66,137.45,64.57,0.09,0.03,0.44,0.13,33.15,Miscellaneous Stats,0.00,1.65,1.08,0.00,0.06,0.03,0.00,2.47,2.25,1.96,53.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Colombo,ITA,FW,23,Genoa,Serie A,0.27,0.05,0.32,0.27,0.00,0.05,0.18,0.05,0.30,0.26,0.05,0.32,0.82,1.59,5.09,Shooting,Per 90,2.27,0.82,36.0%,0.12,0.33,16.30,0.00,0.12,-0.03,+0.01,Passing,13.36,20.26,65.9%,188.18,37.30,7.09,9.54,74.3%,4.04,5.95,67.9%,0.91,1.91,47.6%,0.04,0.55,0.95,0.45,0.00,Pass Types,18.99,1.14,0.00,0.23,0.14,0.50,0.05,0.00,0.00,0.00,0.00,0.14,0.86,Goal and Shot Creation,1.73,0.95,0.00,0.05,0.32,0.36,0.05,0.18,0.09,0.00,0.00,0.00,0.09,0.00,Defense,1.04,0.55,0.18,0.64,0.23,0.23,0.86,26.3%,0.64,0.95,0.09,0.09,1.14,0.64,0.05,Possession,32.53,0.73,2.82,16.22,13.81,3.36,32.48,1.86,0.73,39.0%,1.04,56.1%,18.76,82.96,26.12,1.00,0.14,3.00,2.41,23.22,Miscellaneous Stats,0.05,1.68,2.09,0.09,0.05,0.05,0.00,2.50,2.09,4.32,32.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pietro Comuzzo,ITA,DF,20,Fiorentina,Serie A,0.05,0.00,0.05,0.05,0.00,0.00,0.05,0.00,0.04,0.04,0.02,0.06,0.47,3.41,0.52,Shooting,Per 90,0.42,0.10,25.0%,0.13,0.50,14.80,0.00,0.10,+0.01,+0.01,Passing,47.78,54.59,87.5%,947.36,263.29,13.73,15.45,88.8%,29.23,31.48,92.8%,4.51,6.34,71.1%,0.01,0.37,2.93,0.16,0.00,Pass Types,52.33,2.10,1.15,0.00,0.05,0.10,0.94,0.00,0.00,0.00,0.00,0.16,0.68,Goal and Shot Creation,1.05,0.94,0.00,0.00,0.00,0.00,0.10,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Defense,1.78,1.05,1.05,0.68,0.05,0.73,1.26,58.3%,0.52,1.47,0.79,1.52,3.30,6.50,0.16,Possession,67.47,7.60,32.85,31.96,2.99,0.47,67.47,0.10,0.00,0.0%,0.10,100.0%,36.36,147.21,76.22,0.42,0.05,0.42,0.26,43.22,Miscellaneous Stats,0.00,1.00,0.16,0.00,0.00,0.10,0.00,3.93,2.15,1.00,68.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Conceição,POR,"MF,FW",23,Juventus,Serie A,0.23,0.00,0.23,0.23,0.00,0.00,0.19,0.00,0.25,0.25,0.12,0.36,5.71,3.34,8.08,Shooting,Per 90,2.88,0.97,33.9%,0.08,0.24,16.90,0.05,0.09,-0.01,-0.01,Passing,31.19,38.20,81.7%,505.70,92.88,16.11,17.68,91.1%,11.93,14.34,83.2%,2.55,4.04,63.2%,0.19,1.49,2.00,1.30,0.70,Pass Types,36.39,1.76,0.19,0.19,0.09,4.27,0.42,1.11,0.65,0.05,0.00,0.05,0.79,Goal and Shot Creation,4.60,2.92,0.28,0.79,0.32,0.14,0.14,0.46,0.23,0.00,0.14,0.00,0.05,0.05,Defense,1.58,0.93,0.42,0.46,0.70,0.79,1.49,53.1%,0.70,0.88,0.09,0.42,2.00,0.46,0.00,Possession,52.31,0.65,6.03,18.94,28.50,5.89,52.31,5.06,2.27,45.0%,2.32,45.9%,36.44,282.58,158.56,2.60,2.97,2.55,1.58,39.96,Miscellaneous Stats,0.00,1.62,1.90,0.09,0.05,0.00,0.00,4.46,0.28,0.79,26.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edoardo Corvi,ITA,GK,24,Parma,Serie A,,,,,,0.14,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,4.00,3.00,78.6%,0.43,0.14,0.43,0.29,28.6%,0.14,0.00,0.00,0.0%,Advanced Goalkeeping,0.00,0.00,0.00,1.17,0.26,+0.17,4.00,11.86,33.7%,31.00,5.71,29.0%,31.3,6.43,44.4%,35.0,22.57,0.86,3.8%,1.57,14.8
Lassana Coulibaly,MLI,MF,29,Lecce,Serie A,0.10,0.00,0.10,0.10,0.00,0.00,0.14,0.00,0.07,0.07,0.02,0.10,0.92,2.80,2.09,Shooting,Per 90,0.55,0.21,37.5%,0.19,0.50,15.40,0.00,0.13,+0.03,+0.03,Passing,22.84,29.51,77.4%,394.54,91.85,10.19,12.00,84.9%,9.57,11.73,81.6%,2.29,3.49,65.7%,0.03,0.48,2.36,0.24,0.00,Pass Types,28.72,0.65,0.58,0.14,0.10,0.51,0.03,0.00,0.00,0.00,0.00,0.14,0.85,Goal and Shot Creation,1.61,1.23,0.00,0.03,0.07,0.21,0.07,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Defense,1.44,0.75,0.55,0.75,0.14,0.79,1.98,39.7%,1.20,1.06,0.21,0.34,1.78,1.50,0.03,Possession,38.50,2.43,8.41,22.09,8.28,1.16,38.50,1.47,0.68,46.5%,0.58,39.5%,19.01,97.90,37.89,0.58,0.17,1.30,0.62,22.57,Miscellaneous Stats,0.00,1.23,1.50,0.00,0.00,0.00,0.00,4.48,1.16,1.40,45.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Cristante,ITA,MF,30,Roma,Serie A,0.11,0.09,0.20,0.11,0.00,0.00,0.34,0.03,0.09,0.09,0.06,0.15,1.03,7.20,1.95,Shooting,Per 90,1.40,0.34,24.5%,0.08,0.33,15.60,0.00,0.06,+0.03,+0.03,Passing,46.33,57.46,80.6%,851.92,284.31,18.87,22.11,85.3%,21.62,24.89,86.9%,4.93,7.97,61.9%,0.07,0.80,7.31,1.03,0.03,Pass Types,56.11,1.23,1.20,0.11,0.49,0.69,0.03,0.00,0.00,0.00,0.00,0.11,0.49,Goal and Shot Creation,2.35,2.01,0.00,0.03,0.29,0.03,0.00,0.26,0.17,0.00,0.00,0.09,0.00,0.00,Defense,2.32,1.06,0.86,1.12,0.34,1.00,1.72,58.3%,0.72,0.69,0.20,0.72,3.04,1.66,0.09,Possession,66.23,2.61,13.76,39.77,13.10,1.95,66.23,0.63,0.37,59.1%,0.23,36.4%,36.87,159.24,76.61,1.20,0.11,1.03,0.60,47.14,Miscellaneous Stats,0.03,1.75,0.23,0.03,0.00,0.00,0.00,5.22,2.52,2.95,46.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Cuadrado,COL,"DF,MF",37,Pisa,Serie A,0.09,0.09,0.17,0.00,0.09,0.09,0.42,0.00,0.12,0.05,0.33,0.38,3.40,6.37,6.88,Shooting,Per 90,1.44,0.51,35.3%,0.00,0.00,19.40,0.00,0.04,-0.03,-0.05,Passing,47.85,60.51,79.1%,841.87,285.47,24.56,27.20,90.3%,16.66,20.82,80.0%,6.03,10.11,59.7%,0.32,2.46,3.57,2.46,0.68,Pass Types,49.63,10.79,1.19,0.17,0.68,6.46,6.88,2.72,0.42,2.21,0.00,0.09,1.27,Goal and Shot Creation,4.84,2.97,1.10,0.26,0.17,0.34,0.00,0.59,0.26,0.09,0.09,0.09,0.09,0.00,Defense,2.63,1.27,1.36,1.02,0.26,1.44,2.55,56.7%,1.10,1.53,0.26,0.85,3.48,0.93,0.00,Possession,75.64,1.87,13.43,32.21,30.68,3.31,75.55,5.18,1.87,36.1%,2.12,41.0%,46.23,236.26,140.65,3.31,1.10,1.95,1.27,49.04,Miscellaneous Stats,0.00,1.19,2.46,0.00,0.17,0.00,0.00,4.50,0.85,0.68,55.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Cutrone,ITA,FW,28,Parma,Serie A,0.12,0.12,0.23,0.12,0.00,0.00,0.06,0.00,0.27,0.27,0.07,0.34,1.51,1.28,5.75,Shooting,Per 90,2.73,0.87,31.9%,0.04,0.13,15.20,0.00,0.10,-0.15,-0.15,Passing,13.36,19.93,67.1%,177.97,33.52,8.37,10.52,79.6%,3.78,5.58,67.7%,0.35,1.05,33.3%,0.05,0.46,0.81,0.17,0.06,Pass Types,18.71,1.22,0.00,0.00,0.00,1.10,0.17,0.00,0.00,0.00,0.00,0.00,0.29,Goal and Shot Creation,1.63,0.99,0.00,0.06,0.46,0.12,0.00,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Defense,0.64,0.17,0.00,0.58,0.06,0.41,0.81,50.0%,0.41,0.35,0.06,0.35,0.99,0.46,0.00,Possession,30.85,0.46,2.15,11.39,17.55,4.53,30.85,1.39,0.29,20.8%,0.87,62.5%,18.83,93.31,41.48,1.05,0.64,3.02,0.70,21.73,Miscellaneous Stats,0.00,0.87,1.63,0.93,0.00,0.00,0.00,2.27,0.87,2.27,27.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Da Cunha,FRA,MF,24,Como,Serie A,0.10,0.06,0.16,0.06,0.03,0.03,0.16,0.00,0.11,0.09,0.11,0.20,1.78,5.25,2.16,Shooting,Per 90,1.30,0.51,39.0%,0.05,0.13,24.90,0.10,0.07,-0.02,-0.03,Passing,53.05,61.42,86.4%,861.24,245.34,26.89,28.93,93.0%,20.37,22.72,89.6%,3.95,6.72,58.8%,0.15,1.69,4.58,1.05,0.29,Pass Types,56.33,4.96,3.12,0.06,0.57,2.83,0.16,1.65,0.13,0.92,0.00,0.13,0.54,Goal and Shot Creation,3.53,2.29,0.80,0.10,0.16,0.16,0.03,0.29,0.19,0.06,0.00,0.00,0.00,0.03,Defense,1.53,0.89,0.64,0.60,0.29,0.67,1.62,41.2%,0.95,0.64,0.10,0.54,2.07,0.83,0.03,Possession,69.15,1.97,14.51,38.19,16.77,1.34,69.12,1.15,0.51,44.4%,0.54,47.2%,41.15,194.83,96.62,1.72,0.22,0.64,0.57,50.54,Miscellaneous Stats,0.00,0.95,0.95,0.03,0.00,0.00,0.00,5.09,0.60,0.89,40.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thijs Dallinga,NED,FW,25,Bologna,Serie A,0.31,0.26,0.57,0.31,0.00,0.00,0.10,0.00,0.33,0.33,0.08,0.41,0.78,1.97,6.38,Shooting,Per 90,2.70,0.93,34.6%,0.12,0.33,13.30,0.00,0.12,-0.02,-0.02,Passing,17.23,24.08,71.6%,260.66,46.87,9.13,12.25,74.6%,5.76,7.63,75.5%,1.25,1.51,82.8%,0.11,1.25,1.61,0.31,0.05,Pass Types,23.41,0.62,0.00,0.00,0.21,0.62,0.05,0.00,0.00,0.00,0.00,0.05,0.52,Goal and Shot Creation,2.91,2.23,0.00,0.05,0.36,0.16,0.10,0.47,0.36,0.00,0.00,0.05,0.05,0.00,Defense,0.67,0.47,0.16,0.26,0.26,0.21,0.31,66.7%,0.10,0.62,0.10,0.05,0.73,0.88,0.05,Possession,33.94,1.19,2.28,14.95,16.97,4.67,33.94,0.67,0.21,30.8%,0.47,69.2%,19.62,84.45,21.07,0.36,0.42,2.65,1.45,26.94,Miscellaneous Stats,0.00,1.87,0.88,0.62,0.05,0.00,0.00,1.92,2.65,2.60,50.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Darmian,ITA,DF,36,Inter,Serie A,0.14,0.00,0.14,0.14,0.00,0.00,0.07,0.00,0.10,0.10,0.07,0.17,0.90,2.16,3.48,Shooting,Per 90,0.56,0.21,37.5%,0.25,0.67,11.90,0.00,0.18,+0.03,+0.03,Passing,37.07,44.65,83.0%,647.04,181.81,16.48,18.15,90.8%,17.53,19.89,88.1%,2.78,4.80,58.0%,0.05,0.63,1.95,0.63,0.28,Pass Types,38.67,5.98,0.70,0.14,0.07,0.97,5.29,0.00,0.00,0.00,0.00,0.00,0.56,Goal and Shot Creation,1.60,1.18,0.14,0.00,0.21,0.00,0.07,0.14,0.07,0.00,0.00,0.07,0.00,0.00,Defense,0.97,0.70,0.56,0.28,0.14,0.49,1.11,43.8%,0.63,0.97,0.42,0.70,1.67,2.64,0.00,Possession,52.16,3.83,20.73,20.66,10.99,1.60,52.16,0.35,0.14,40.0%,0.21,60.0%,27.75,102.38,43.68,0.56,0.35,0.70,0.00,34.22,Miscellaneous Stats,0.00,1.04,0.42,0.35,0.00,0.07,0.00,1.95,0.42,0.83,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan David,CAN,FW,25,Juventus,Serie A,0.42,0.28,0.70,0.39,0.04,0.07,0.04,0.00,0.51,0.46,0.25,0.71,1.69,2.60,7.67,Shooting,Per 90,2.53,0.99,38.9%,0.15,0.39,13.00,0.00,0.18,-0.08,-0.07,Passing,21.74,26.60,81.7%,291.92,51.54,13.05,15.27,85.5%,6.72,7.81,86.0%,0.63,0.81,78.3%,0.11,1.83,1.27,0.88,0.00,Pass Types,25.47,1.06,0.04,0.28,0.07,0.32,0.07,0.00,0.00,0.00,0.00,0.07,0.39,Goal and Shot Creation,3.55,2.64,0.00,0.28,0.32,0.28,0.04,0.39,0.25,0.00,0.07,0.04,0.04,0.00,Defense,0.70,0.28,0.11,0.28,0.32,0.18,0.67,26.3%,0.49,0.39,0.00,0.32,1.02,0.39,0.11,Possession,37.15,0.49,2.22,15.62,19.81,5.84,37.08,1.65,0.63,38.3%,0.91,55.3%,22.41,97.56,49.12,0.88,0.74,3.13,1.62,28.46,Miscellaneous Stats,0.00,0.88,1.16,0.42,0.04,0.00,0.00,2.99,0.70,1.58,30.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keinan Davis,ENG,FW,27,Udinese,Serie A,0.33,0.16,0.49,0.16,0.16,0.16,0.16,0.00,0.44,0.32,0.15,0.47,1.86,0.99,5.59,Shooting,Per 90,2.47,0.93,37.8%,0.07,0.18,15.30,0.00,0.13,-0.12,-0.15,Passing,13.48,18.02,74.8%,190.96,24.65,7.83,9.37,83.6%,4.55,6.19,73.5%,0.55,0.77,71.4%,0.07,1.26,0.49,0.49,0.00,Pass Types,16.71,1.26,0.05,0.00,0.05,0.22,0.00,0.00,0.00,0.00,0.00,0.05,0.11,Goal and Shot Creation,2.63,2.03,0.00,0.38,0.16,0.05,0.00,0.33,0.16,0.00,0.11,0.00,0.05,0.00,Defense,0.60,0.27,0.11,0.33,0.16,0.22,0.55,40.0%,0.33,0.11,0.00,0.00,0.60,0.71,0.00,Possession,27.72,0.66,2.14,12.38,13.69,5.75,27.55,2.52,1.42,56.5%,0.88,34.8%,16.05,96.52,42.51,0.82,1.26,2.25,1.75,21.36,Miscellaneous Stats,0.00,1.81,1.75,0.66,0.05,0.00,0.00,2.30,2.90,3.72,43.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin De Bruyne,BEL,MF,34,Napoli,Serie A,0.29,0.29,0.58,0.14,0.14,0.14,0.05,0.00,0.32,0.21,0.31,0.52,2.70,6.51,6.03,Shooting,Per 90,2.46,0.63,25.5%,0.06,0.23,21.50,0.34,0.09,-0.03,-0.07,Passing,44.40,57.43,77.3%,757.93,212.43,22.49,25.58,87.9%,16.84,21.33,79.0%,4.34,8.20,52.9%,0.29,2.61,5.36,2.41,0.58,Pass Types,50.72,6.61,1.79,0.97,0.34,6.23,0.58,3.76,1.98,0.68,0.00,0.10,0.39,Goal and Shot Creation,4.34,3.04,0.82,0.14,0.19,0.10,0.05,0.39,0.34,0.00,0.05,0.00,0.00,0.00,Defense,1.16,0.63,0.39,0.39,0.39,0.43,1.59,27.3%,1.16,0.43,0.05,0.48,1.64,0.39,0.00,Possession,65.39,0.63,5.50,27.22,33.54,3.43,65.24,1.74,0.72,41.7%,0.87,50.0%,41.07,196.65,106.46,2.36,0.68,1.21,1.16,48.60,Miscellaneous Stats,0.00,0.72,0.63,0.14,0.00,0.00,0.00,3.76,0.34,0.72,31.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles De Ketelaere,BEL,"MF,FW",24,Atalanta,Serie A,0.24,0.21,0.45,0.24,0.00,0.03,0.06,0.00,0.28,0.25,0.36,0.62,5.39,7.23,8.89,Shooting,Per 90,2.08,0.78,37.7%,0.12,0.31,14.80,0.00,0.12,-0.04,-0.01,Passing,33.48,43.78,76.5%,501.28,164.21,19.25,22.24,86.6%,10.40,13.95,74.5%,2.47,3.80,65.1%,0.33,2.20,3.74,2.68,0.24,Pass Types,41.46,1.99,0.45,0.39,0.42,2.50,1.11,0.27,0.06,0.00,0.00,0.33,0.99,Goal and Shot Creation,5.18,4.13,0.06,0.45,0.21,0.27,0.06,0.57,0.45,0.00,0.03,0.06,0.00,0.03,Defense,0.93,0.54,0.33,0.36,0.24,0.36,0.99,36.4%,0.63,1.05,0.06,0.18,1.11,0.30,0.03,Possession,55.62,0.42,3.98,22.66,30.16,6.09,55.59,5.09,2.32,45.6%,2.23,43.8%,37.60,262.11,140.32,3.74,2.08,2.35,2.65,44.26,Miscellaneous Stats,0.00,0.93,1.84,0.12,0.00,0.00,0.00,4.25,1.54,1.66,48.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo De Silvestri,ITA,DF,37,Bologna,Serie A,0.11,0.00,0.11,0.11,0.00,0.00,0.22,0.00,0.09,0.09,0.01,0.10,0.44,3.74,1.76,Shooting,Per 90,0.88,0.44,50.0%,0.13,0.25,12.00,0.00,0.10,+0.02,+0.02,Passing,36.75,46.43,79.1%,682.26,275.50,15.07,16.39,91.9%,17.38,21.78,79.8%,3.85,5.94,64.8%,0.02,0.55,3.08,0.44,0.33,Pass Types,36.86,9.35,1.32,0.00,0.00,1.76,8.03,0.00,0.00,0.00,0.00,0.22,0.55,Goal and Shot Creation,0.88,0.55,0.11,0.00,0.22,0.00,0.00,0.22,0.11,0.00,0.00,0.11,0.00,0.00,Defense,0.77,0.33,0.55,0.00,0.22,0.55,0.77,71.4%,0.22,1.10,0.55,0.99,1.76,3.96,0.00,Possession,55.45,3.08,19.80,26.08,9.79,1.10,55.45,0.22,0.00,0.0%,0.22,100.0%,27.29,132.58,45.00,0.77,0.00,0.33,0.22,32.46,Miscellaneous Stats,0.00,0.88,0.66,0.11,0.00,0.00,0.00,2.53,0.88,1.10,44.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koni De Winter,BEL,DF,23,Milan,Serie A,0.09,0.00,0.09,0.09,0.00,0.00,0.09,0.00,0.08,0.08,0.01,0.09,0.78,2.75,0.64,Shooting,Per 90,0.55,0.18,33.3%,0.17,0.50,10.80,0.00,0.14,+0.01,+0.01,Passing,52.27,59.56,87.8%,970.19,325.34,17.38,19.21,90.5%,30.31,32.46,93.4%,3.62,5.91,61.2%,0.02,0.09,2.57,0.18,0.09,Pass Types,55.16,4.36,2.02,0.00,0.18,0.23,2.29,0.00,0.00,0.00,0.00,0.05,0.28,Goal and Shot Creation,0.73,0.55,0.09,0.00,0.05,0.05,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Defense,1.05,0.50,0.69,0.23,0.14,0.50,0.78,64.7%,0.28,0.69,0.41,0.83,1.88,5.14,0.09,Possession,70.06,6.74,35.21,30.44,4.91,1.05,70.06,0.87,0.32,36.8%,0.50,57.9%,39.38,209.48,98.57,0.41,0.00,0.69,0.32,45.21,Miscellaneous Stats,0.00,1.79,0.55,0.09,0.00,0.05,0.00,4.86,3.03,1.05,74.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
