Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Amadou Dante,MLI,DF,25,Arouca,Portugal Primera,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.09,1.76,3.15,4.82,Shooting,Per 90,0.74,0.19,25.0%,0.00,0.00,24.30,0.09,0.03,-0.03,-0.03,Passing,37.67,49.45,76.2%,640.95,218.97,18.74,20.60,91.0%,15.31,19.48,78.6%,2.88,6.96,41.3%,0.06,0.84,2.97,0.65,0.37,Pass Types,37.30,12.15,1.30,0.09,0.37,3.43,10.48,0.37,0.09,0.09,0.00,0.00,0.74,Goal and Shot Creation,2.41,2.04,0.00,0.28,0.00,0.00,0.09,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Defense,2.32,1.67,1.39,0.84,0.09,2.04,3.34,61.1%,1.30,1.48,0.74,1.02,3.34,3.90,0.28,Possession,61.05,3.99,21.99,25.61,13.82,0.93,61.05,1.86,0.84,45.0%,1.02,55.0%,26.81,142.24,80.26,0.93,0.37,0.65,0.56,31.55,Miscellaneous Stats,0.00,1.30,0.65,0.00,0.00,0.28,0.00,3.80,0.93,0.84,52.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathias De Amorim,POR,MF,21,Famalicão,Portugal Primera,0.09,0.04,0.13,0.09,0.00,0.00,0.30,0.00,0.09,0.09,0.11,0.20,0.94,4.26,4.09,Shooting,Per 90,1.11,0.13,11.5%,0.08,0.67,17.40,0.00,0.08,-0.01,-0.01,Passing,28.27,35.25,80.2%,446.42,124.19,14.43,16.60,86.9%,10.35,12.47,82.9%,2.17,3.11,69.9%,0.13,1.19,3.02,0.85,0.30,Pass Types,34.65,0.55,0.51,0.17,0.17,1.11,0.00,0.04,0.00,0.04,0.00,0.04,1.02,Goal and Shot Creation,2.51,2.09,0.04,0.13,0.04,0.21,0.00,0.21,0.17,0.00,0.00,0.00,0.04,0.00,Defense,3.02,1.58,1.11,1.36,0.55,1.32,2.55,51.7%,1.23,1.19,0.17,0.89,3.92,0.64,0.13,Possession,47.85,1.23,8.94,23.46,16.26,1.92,47.85,2.47,1.32,53.4%,1.02,41.4%,27.76,115.88,45.60,0.98,0.17,2.51,0.98,32.06,Miscellaneous Stats,0.00,2.64,2.81,0.09,0.00,0.00,0.00,5.75,0.68,0.94,42.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeno Debast,BEL,DF,22,Sporting CP,Portugal Primera,0.00,0.09,0.09,0.00,0.00,0.00,0.23,0.00,0.03,0.03,0.08,0.11,0.75,6.50,1.08,Shooting,Per 90,0.75,0.23,31.3%,0.00,0.00,28.50,0.23,0.04,-0.03,-0.03,Passing,54.05,62.74,86.1%,1069.67,378.42,18.89,20.29,93.1%,27.26,29.92,91.1%,7.11,10.99,64.7%,0.06,0.98,6.22,1.08,0.14,Pass Types,58.16,4.35,2.24,0.09,0.42,2.24,0.19,1.54,0.84,0.28,0.00,0.23,0.51,Goal and Shot Creation,2.34,1.82,0.28,0.00,0.00,0.09,0.14,0.33,0.19,0.09,0.00,0.00,0.00,0.05,Defense,1.68,1.12,0.70,0.94,0.05,0.79,1.40,56.7%,0.61,0.79,0.28,0.84,2.52,2.15,0.09,Possession,70.92,3.83,20.95,40.58,9.91,0.33,70.92,0.75,0.33,43.8%,0.37,50.0%,43.48,183.88,103.37,0.75,0.00,0.75,0.23,50.07,Miscellaneous Stats,0.00,1.26,0.79,0.00,0.00,0.00,0.00,5.28,0.70,0.79,46.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amar Dedić,BIH,DF,23,Benfica,Portugal Primera,0.07,0.22,0.30,0.07,0.00,0.00,0.30,0.07,0.04,0.04,0.18,0.22,4.33,4.48,6.42,Shooting,Per 90,0.67,0.07,11.1%,0.11,1.00,17.90,0.00,0.06,+0.03,+0.03,Passing,46.72,55.52,84.1%,692.54,142.46,24.85,27.46,90.5%,18.51,21.34,86.7%,1.79,3.43,52.2%,0.16,1.34,2.46,0.82,0.22,Pass Types,46.42,8.96,1.19,0.30,0.22,1.72,7.76,0.00,0.00,0.00,0.00,0.15,0.22,Goal and Shot Creation,3.13,2.16,0.15,0.45,0.15,0.07,0.15,0.52,0.30,0.00,0.15,0.00,0.07,0.00,Defense,1.79,1.12,0.82,0.60,0.37,1.27,2.01,63.0%,0.75,0.37,0.15,0.75,2.54,1.79,0.00,Possession,65.30,1.72,12.39,28.88,24.85,2.91,65.30,3.66,1.87,51.0%,1.57,42.9%,39.40,252.99,150.15,2.84,1.12,1.34,0.90,43.13,Miscellaneous Stats,0.07,0.90,1.12,0.00,0.00,0.00,0.00,3.73,0.45,0.52,46.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus Dias,BRA,MF,23,Nacional,Portugal Primera,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.04,0.04,0.04,0.03,0.07,0.58,3.21,0.31,Shooting,Per 90,0.58,0.04,7.7%,0.00,0.00,20.30,0.00,0.07,-0.04,-0.04,Passing,30.09,35.84,84.0%,580.07,170.86,10.34,12.08,85.6%,16.09,17.96,89.6%,3.16,4.73,67.0%,0.03,0.31,2.36,0.22,0.00,Pass Types,34.59,1.20,1.11,0.04,0.31,0.31,0.09,0.00,0.00,0.00,0.00,0.04,0.71,Goal and Shot Creation,0.98,0.80,0.00,0.00,0.04,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.69,1.11,1.03,0.62,0.04,0.85,1.83,46.3%,0.98,1.25,0.53,2.05,3.74,4.55,0.00,Possession,48.28,5.66,18.41,26.34,4.01,0.53,48.28,0.71,0.22,31.3%,0.40,56.3%,21.84,121.83,66.60,0.31,0.00,1.16,0.22,26.08,Miscellaneous Stats,0.00,1.96,1.16,0.09,0.00,0.09,0.00,4.06,1.16,0.76,60.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ousmane Diomande,CIV,DF,22,Sporting CP,Portugal Primera,0.10,0.00,0.10,0.10,0.00,0.00,0.35,0.10,0.07,0.07,0.02,0.09,0.81,4.10,0.15,Shooting,Per 90,0.91,0.10,11.1%,0.11,1.00,13.00,0.00,0.08,+0.03,+0.03,Passing,63.06,67.82,93.0%,1202.62,357.97,17.88,19.04,93.9%,39.71,41.28,96.2%,4.81,6.28,76.6%,0.03,0.46,4.05,0.15,0.00,Pass Types,66.20,1.62,1.11,0.10,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.20,Goal and Shot Creation,1.27,1.16,0.00,0.05,0.00,0.05,0.00,0.05,0.00,0.00,0.00,0.00,0.05,0.00,Defense,1.16,0.71,0.81,0.35,0.00,0.81,1.11,72.7%,0.30,0.61,0.41,0.91,2.08,4.05,0.10,Possession,76.73,7.24,31.81,43.00,2.38,1.42,76.73,0.25,0.15,60.0%,0.10,40.0%,53.48,264.63,157.46,0.56,0.05,0.10,0.05,57.48,Miscellaneous Stats,0.05,1.82,0.76,0.15,0.05,0.10,0.00,4.81,2.63,1.67,61.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naïs Djouahra,FRA,FW,26,Arouca,Portugal Primera,0.34,0.07,0.41,0.34,0.00,0.00,0.07,0.00,0.10,0.10,0.08,0.18,1.93,3.44,5.57,Shooting,Per 90,1.86,0.76,40.7%,0.19,0.45,21.40,0.00,0.05,+0.25,+0.25,Passing,21.06,30.14,69.9%,331.93,87.80,10.73,12.18,88.1%,8.26,11.01,75.0%,1.31,4.61,28.4%,0.08,0.48,1.45,0.96,0.21,Pass Types,26.83,3.17,1.03,0.28,0.07,4.20,0.14,1.93,1.31,0.55,0.00,0.14,0.48,Goal and Shot Creation,1.86,1.38,0.28,0.07,0.14,0.00,0.00,0.21,0.07,0.07,0.00,0.07,0.00,0.00,Defense,0.83,0.48,0.14,0.48,0.21,0.62,1.31,47.4%,0.69,0.55,0.07,0.76,1.58,0.62,0.00,Possession,38.67,0.62,4.82,16.31,17.96,1.24,38.67,2.41,1.31,54.3%,1.03,42.9%,21.26,147.80,67.91,2.20,0.21,1.58,0.62,26.83,Miscellaneous Stats,0.00,0.55,0.00,0.00,0.00,0.00,0.00,2.41,0.14,0.28,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maho Dorgelès,CIV,"MF,DF",21,Braga,Portugal Primera,0.16,0.00,0.16,0.16,0.00,0.00,0.00,0.00,0.14,0.14,0.18,0.32,2.23,3.66,11.15,Shooting,Per 90,0.96,0.16,16.7%,0.17,1.00,19.60,0.00,0.14,+0.02,+0.02,Passing,56.07,63.08,88.9%,802.67,143.36,32.97,35.04,94.1%,20.07,21.50,93.3%,1.43,3.19,45.0%,0.19,1.27,3.98,1.12,0.32,Pass Types,59.10,3.98,1.27,0.00,0.32,2.39,1.91,0.80,0.64,0.00,0.00,0.00,1.12,Goal and Shot Creation,2.23,1.59,0.48,0.00,0.16,0.00,0.00,0.32,0.16,0.00,0.00,0.16,0.00,0.00,Defense,1.12,1.12,0.16,0.64,0.32,0.64,1.27,50.0%,0.64,1.12,0.00,0.64,1.75,0.32,0.16,Possession,71.52,0.64,6.37,30.90,34.41,3.19,71.52,3.03,0.96,31.6%,1.91,63.2%,46.99,199.27,93.82,2.55,0.48,1.27,0.16,55.59,Miscellaneous Stats,0.00,0.96,0.80,0.64,0.00,0.00,0.00,2.71,0.64,0.32,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issiar Dramé,MLI,DF,26,Estrela,Portugal Primera,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.06,0.06,0.02,0.08,0.94,1.23,0.57,Shooting,Per 90,0.38,0.09,25.0%,0.00,0.00,14.80,0.00,0.15,-0.06,-0.06,Passing,20.66,25.00,82.6%,391.51,137.45,6.32,7.36,85.9%,12.08,13.11,92.1%,1.89,3.58,52.6%,0.05,0.28,0.94,0.00,0.00,Pass Types,23.30,1.60,1.51,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.09,0.09,Goal and Shot Creation,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.13,0.57,0.85,0.28,0.00,0.57,0.94,60.0%,0.38,1.04,0.94,0.75,1.89,8.21,0.00,Possession,39.34,8.49,25.09,12.45,2.08,1.51,39.34,0.85,0.47,55.6%,0.38,44.4%,14.91,93.58,52.26,0.09,0.09,0.85,0.38,16.79,Miscellaneous Stats,0.00,1.32,0.66,0.00,0.00,0.19,0.09,3.87,2.45,1.70,59.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espen van Ee,NED,MF,22,Arouca,Portugal Primera,0.11,0.11,0.23,0.11,0.00,0.00,0.11,0.00,0.07,0.07,0.08,0.15,0.74,4.41,1.37,Shooting,Per 90,1.32,0.40,30.4%,0.09,0.29,23.20,0.00,0.05,+0.05,+0.05,Passing,35.99,43.88,82.0%,579.76,130.34,18.60,21.23,87.6%,13.85,16.08,86.1%,2.57,3.83,67.2%,0.05,0.63,3.38,0.29,0.06,Pass Types,42.51,1.32,1.09,0.11,0.34,0.69,0.17,0.00,0.00,0.00,0.00,0.06,0.74,Goal and Shot Creation,1.89,1.43,0.00,0.00,0.40,0.00,0.06,0.23,0.23,0.00,0.00,0.00,0.00,0.00,Defense,2.92,1.66,1.03,1.72,0.17,1.43,2.40,59.5%,0.97,1.09,0.34,1.20,4.12,2.00,0.06,Possession,57.90,2.23,13.16,33.64,11.79,0.86,57.90,1.26,0.51,40.9%,0.69,54.5%,30.27,147.44,57.84,0.97,0.00,2.29,0.97,34.62,Miscellaneous Stats,0.00,1.54,1.43,0.00,0.00,0.06,0.00,5.44,1.43,1.49,49.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Elimbi,FRA,DF,22,Gil Vicente FC,Portugal Primera,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.03,0.03,0.02,0.05,0.57,2.81,0.21,Shooting,Per 90,0.42,0.10,25.0%,0.00,0.00,11.30,0.00,0.06,-0.03,-0.03,Passing,35.40,42.11,84.1%,786.89,254.59,7.70,8.48,90.8%,21.86,23.89,91.5%,5.52,8.90,62.0%,0.03,0.31,2.60,0.00,0.00,Pass Types,40.65,1.41,1.41,0.05,0.47,0.31,0.00,0.00,0.00,0.00,0.00,0.05,0.47,Goal and Shot Creation,0.78,0.68,0.00,0.00,0.10,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Defense,0.99,0.57,0.78,0.10,0.10,0.57,0.83,68.8%,0.26,1.15,0.68,0.52,1.51,6.25,0.05,Possession,52.94,6.66,29.93,20.87,2.29,1.25,52.94,0.16,0.10,66.7%,0.05,33.3%,29.36,153.87,103.74,0.16,0.00,0.21,0.16,34.77,Miscellaneous Stats,0.00,1.41,0.42,0.05,0.00,0.05,0.00,2.55,1.41,2.13,39.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Elisor,FRA,FW,26,Famalicão,Portugal Primera,0.30,0.06,0.36,0.30,0.00,0.00,0.24,0.00,0.41,0.41,0.12,0.52,1.09,1.46,4.61,Shooting,Per 90,2.49,1.09,43.9%,0.12,0.28,11.20,0.12,0.18,-0.10,-0.10,Passing,12.68,16.93,74.9%,173.75,29.19,7.22,8.62,83.8%,3.94,5.34,73.9%,0.61,0.97,62.5%,0.09,1.03,0.61,0.55,0.00,Pass Types,15.35,1.52,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.06,0.30,Goal and Shot Creation,1.76,1.27,0.00,0.18,0.24,0.06,0.00,0.24,0.12,0.00,0.00,0.06,0.06,0.00,Defense,0.49,0.36,0.06,0.24,0.18,0.24,0.79,30.8%,0.55,0.42,0.12,0.12,0.61,0.73,0.00,Possession,26.10,0.73,1.52,12.26,12.81,4.73,26.10,1.27,0.36,28.6%,0.73,57.1%,16.02,69.31,27.86,0.97,0.67,2.43,0.97,19.72,Miscellaneous Stats,0.00,2.06,2.25,0.30,0.06,0.00,0.00,2.31,2.43,2.73,47.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Encada,GNB,"DF,MF",27,Estrela,Portugal Primera,0.00,0.13,0.13,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.16,0.16,3.00,1.56,4.69,Shooting,Per 90,0.00,0.00,,,,,0.00,,0.00,0.00,Passing,35.43,45.33,78.2%,562.92,144.18,18.23,19.67,92.7%,14.33,18.10,79.1%,1.95,3.65,53.6%,0.09,1.30,1.17,1.04,0.78,Pass Types,36.73,8.34,0.78,0.13,0.00,3.78,7.29,0.26,0.00,0.00,0.00,0.26,0.39,Goal and Shot Creation,3.00,2.34,0.26,0.26,0.00,0.00,0.13,0.26,0.13,0.13,0.00,0.00,0.00,0.00,Defense,1.56,0.78,0.91,0.52,0.13,0.65,0.78,83.3%,0.13,1.30,0.91,0.65,2.21,3.00,0.00,Possession,54.70,3.13,18.63,23.31,14.07,1.17,54.70,1.95,1.30,66.7%,0.65,33.3%,26.70,148.74,84.14,2.08,0.39,1.56,0.13,31.78,Miscellaneous Stats,0.00,1.30,0.39,0.00,0.00,0.00,0.00,3.78,0.39,1.56,20.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Esgaio,POR,DF,30,Arouca,Portugal Primera,0.10,0.10,0.19,0.10,0.00,0.00,0.38,0.00,0.06,0.06,0.08,0.13,0.96,3.27,3.46,Shooting,Per 90,0.53,0.10,18.2%,0.18,1.00,11.40,0.00,0.11,+0.04,+0.04,Passing,33.17,49.62,66.9%,600.19,221.83,14.62,18.22,80.2%,14.42,19.90,72.5%,3.70,8.70,42.5%,0.10,0.67,2.07,1.01,0.34,Pass Types,37.84,11.68,0.82,0.14,0.19,1.49,10.87,0.00,0.00,0.00,0.00,0.10,0.67,Goal and Shot Creation,1.35,1.25,0.05,0.00,0.00,0.00,0.05,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Defense,1.39,0.72,0.72,0.48,0.19,0.77,1.49,51.6%,0.72,1.15,0.48,1.54,2.93,5.00,0.05,Possession,60.34,4.13,21.39,25.19,13.94,1.25,60.34,0.24,0.19,80.0%,0.05,20.0%,22.84,81.39,44.90,0.58,0.14,0.43,0.24,29.90,Miscellaneous Stats,0.00,1.73,0.67,0.10,0.00,0.00,0.00,3.03,3.27,1.68,66.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Espigare,ESP,DF,21,Gil Vicente FC,Portugal Primera,0.18,0.00,0.18,0.18,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,0.00,2.46,0.00,Shooting,Per 90,1.05,0.18,16.7%,0.17,1.00,22.20,0.53,0.04,+0.12,+0.12,Passing,36.84,45.61,80.8%,852.63,293.33,6.49,8.07,80.4%,23.33,25.44,91.7%,6.49,10.70,60.7%,0.00,0.00,2.63,0.18,0.00,Pass Types,43.86,1.58,1.58,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,Goal and Shot Creation,0.70,0.53,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,0.53,0.53,0.18,0.35,0.00,0.18,0.18,100.0%,0.00,0.35,0.35,0.18,0.70,6.49,0.18,Possession,56.67,6.32,27.19,27.02,2.81,1.75,56.67,0.35,0.35,100.0%,0.00,0.0%,32.28,180.00,97.19,0.00,0.00,0.70,0.00,36.32,Miscellaneous Stats,0.00,1.58,0.18,0.00,0.00,0.00,0.18,2.63,4.21,2.81,60.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luís Esteves,POR,MF,27,Gil Vicente FC,Portugal Primera,0.10,0.20,0.30,0.10,0.00,0.00,0.13,0.03,0.11,0.11,0.16,0.27,1.63,5.71,2.99,Shooting,Per 90,2.26,0.66,29.4%,0.04,0.15,23.30,0.13,0.05,-0.01,-0.01,Passing,33.74,44.85,75.2%,662.41,200.04,13.40,15.53,86.3%,13.80,17.28,79.8%,5.31,9.39,56.5%,0.15,1.66,4.31,1.19,0.20,Pass Types,39.91,4.68,2.42,0.36,1.13,3.22,0.17,1.29,0.76,0.40,0.00,0.27,0.40,Goal and Shot Creation,4.45,3.05,0.60,0.00,0.30,0.36,0.13,0.46,0.27,0.07,0.00,0.03,0.10,0.00,Defense,1.66,0.96,0.76,0.66,0.23,0.70,1.86,37.5%,1.16,0.46,0.07,0.73,2.39,0.70,0.00,Possession,54.77,0.90,7.99,29.52,17.91,1.39,54.77,1.33,0.53,40.0%,0.73,55.0%,32.01,156.18,74.67,1.59,0.10,1.92,0.80,36.23,Miscellaneous Stats,0.00,1.13,1.66,0.13,0.07,0.00,0.00,5.61,0.40,1.03,27.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Eustáquio,CAN,MF,29,Porto,Portugal Primera,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.06,0.06,0.08,0.13,0.76,5.05,2.08,Shooting,Per 90,0.90,0.28,30.8%,0.00,0.00,15.40,0.00,0.06,-0.06,-0.06,Passing,52.92,59.84,88.4%,986.40,253.19,20.34,22.62,89.9%,26.43,27.88,94.8%,5.33,7.40,72.0%,0.10,0.83,4.98,0.35,0.00,Pass Types,57.49,2.35,1.45,0.07,0.35,0.90,0.42,0.48,0.07,0.21,0.00,0.00,1.04,Goal and Shot Creation,2.01,1.52,0.14,0.07,0.28,0.00,0.00,0.28,0.07,0.00,0.00,0.21,0.00,0.00,Defense,2.49,1.38,0.83,1.25,0.42,0.97,1.66,58.3%,0.69,1.18,0.14,0.76,3.25,2.08,0.07,Possession,69.94,2.35,15.63,42.75,12.11,1.80,69.94,0.62,0.28,44.4%,0.35,55.6%,37.56,174.60,74.78,0.76,0.14,0.97,0.55,51.47,Miscellaneous Stats,0.00,1.52,1.31,0.00,0.00,0.00,0.00,4.43,1.31,1.52,46.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Fayed,EGY,DF,22,Arouca,Portugal Primera,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.01,0.01,0.01,0.02,0.43,2.98,0.11,Shooting,Per 90,0.21,0.00,0.0%,0.00,,9.80,0.00,0.04,-0.01,-0.01,Passing,46.38,53.83,86.2%,921.17,331.28,15.43,16.81,91.8%,24.57,26.17,93.9%,5.85,9.47,61.8%,0.01,0.21,3.40,0.21,0.00,Pass Types,50.74,3.09,2.77,0.00,0.64,0.11,0.21,0.00,0.00,0.00,0.00,0.00,0.43,Goal and Shot Creation,0.74,0.53,0.11,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.77,1.91,2.13,0.53,0.11,1.38,1.70,81.3%,0.32,1.17,0.74,2.13,4.89,5.32,0.00,Possession,66.38,8.72,34.79,30.11,2.55,0.32,66.38,1.81,1.17,64.7%,0.53,29.4%,40.64,245.32,121.28,0.53,0.00,0.64,0.32,41.70,Miscellaneous Stats,0.00,1.60,1.17,0.11,0.00,0.00,0.00,5.85,1.81,1.17,60.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vando Félix,GNB,"MF,DF",23,Vitória,Portugal Primera,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.04,0.04,0.05,0.09,3.35,2.54,7.51,Shooting,Per 90,0.91,0.20,22.2%,0.00,0.00,23.70,0.00,0.04,-0.04,-0.04,Passing,23.24,29.63,78.4%,344.88,58.04,12.68,15.32,82.8%,7.91,9.54,83.0%,1.42,2.03,70.0%,0.10,0.61,0.81,0.71,0.00,Pass Types,26.79,2.74,0.20,0.00,0.00,1.42,2.54,0.00,0.00,0.00,0.00,0.10,1.12,Goal and Shot Creation,2.23,1.72,0.00,0.10,0.00,0.41,0.00,0.10,0.00,0.00,0.00,0.00,0.10,0.00,Defense,2.23,1.01,1.52,0.61,0.10,1.32,2.44,54.2%,1.12,1.12,0.00,0.91,3.15,1.12,0.00,Possession,45.56,0.51,7.10,15.32,23.84,3.35,45.56,4.46,1.22,27.3%,2.54,56.8%,27.80,200.50,87.87,2.13,1.52,4.26,0.91,30.85,Miscellaneous Stats,0.00,2.84,3.15,0.10,0.10,0.00,0.00,3.15,1.01,1.32,43.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joelson Fernandes,POR,"FW,MF",22,Gil Vicente FC,Portugal Primera,0.14,0.14,0.27,0.14,0.00,0.00,0.41,0.00,0.18,0.18,0.15,0.33,2.33,1.23,7.27,Shooting,Per 90,1.78,0.27,15.4%,0.08,0.50,19.00,0.00,0.10,-0.04,-0.04,Passing,14.95,21.68,69.0%,234.60,42.12,7.82,8.64,90.5%,5.21,7.27,71.7%,0.96,3.02,31.8%,0.11,1.51,0.41,0.96,0.69,Pass Types,20.30,1.23,0.00,0.00,0.00,4.53,0.27,0.96,0.69,0.14,0.00,0.14,0.96,Goal and Shot Creation,2.61,1.78,0.14,0.14,0.14,0.27,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Defense,2.20,1.10,0.55,0.82,0.82,0.82,1.51,54.5%,0.69,0.96,0.00,0.41,2.61,0.55,0.00,Possession,35.40,0.55,4.25,10.70,20.85,2.20,35.40,4.12,1.37,33.3%,2.06,50.0%,21.81,149.27,65.17,1.23,0.41,2.06,0.41,24.42,Miscellaneous Stats,0.00,1.92,2.61,0.14,0.00,0.00,0.00,3.16,0.27,1.37,16.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
